04/11/2016	19:30	Hertha BSC	-	Bor. Mönchengladbach	3:0 (2:0)	
05/11/2016	14:30	Bayern München	-	1899 Hoffenheim	1:1 (1:1)	
	14:30	Bayer Leverkusen	-	SV Darmstadt 98	3:2 (1:0)	
	14:30	Hamburger SV	-	Borussia Dortmund	2:5 (0:3)	
	14:30	FC Ingolstadt 04	-	FC Augsburg	0:2 (0:0)	
	14:30	SC Freiburg	-	VfL Wolfsburg	0:3 (0:1)	
	17:30	Eintracht Frankfurt	-	1. FC Köln	1:0 (1:0)	
06/11/2016	14:30	RB Leipzig	-	1. FSV Mainz 05	3:1 (3:0)	
	16:30	FC Schalke 04	-	Werder Bremen	3:1 (2:1)	
1		Bayern München	10	7	3	0	24:6	18	24
2		RB Leipzig	10	7	3	0	20:7	13	24
3		1899 Hoffenheim	10	5	5	0	18:11	7	20
4		Hertha BSC	10	6	2	2	17:10	7	20
5		Borussia Dortmund	10	5	3	2	25:12	13	18
6		1. FC Köln	10	5	3	2	16:7	9	18
7		Eintracht Frankfurt	10	5	3	2	14:8	6	18
8		Bayer Leverkusen	10	5	1	4	16:15	1	16
9		SC Freiburg	10	5	0	5	13:16	-3	15
10		1. FSV Mainz 05	10	4	2	4	17:18	-1	14
11		Bor. Mönchengladbach	10	3	3	4	10:15	-5	12
12		FC Schalke 04	10	3	2	5	13:12	1	11
13		FC Augsburg	10	3	2	5	10:14	-4	11
14		VfL Wolfsburg	10	2	3	5	9:13	-4	9
15		SV Darmstadt 98	10	2	2	6	10:20	-10	8
16		Werder Bremen	10	2	1	7	12:27	-15	7
17		FC Ingolstadt 04	10	0	2	8	7:21	-14	2
18		Hamburger SV	10	0	2	8	4:23	-19	2
