12/09/1997	19:00	Arminia Bielefeld	-	Hansa Rostock	0:1 (0:1)	
	19:00	Hamburger SV	-	1. FC Köln	2:1 (2:0)	
13/09/1997	14:30	MSV Duisburg	-	Werder Bremen	2:1 (2:1)	
	14:30	VfL Wolfsburg	-	FC Schalke 04	0:0 (0:0)	
	14:30	Bayer Leverkusen	-	TSV 1860 München	2:2 (0:0)	
	14:30	Bor. Mönchengladbach	-	VfL Bochum	2:1 (0:1)	
	14:30	Borussia Dortmund	-	Karlsruher SC	2:2 (0:1)	
	14:30	Bayern München	-	Hertha BSC	3:0 (1:0)	
14/09/1997	17:00	1. FC Kaiserslautern	-	VfB Stuttgart	4:3 (1:2)	
1		1. FC Kaiserslautern	6	5	1	0	12:4	8	16
2		Bayern München	6	4	1	1	14:5	9	13
3		Hansa Rostock	6	3	1	2	6:6	0	10
4		FC Schalke 04	6	3	1	2	5:5	0	10
5		MSV Duisburg	6	3	1	2	7:8	-1	10
6		Borussia Dortmund	6	2	3	1	11:6	5	9
7		Bor. Mönchengladbach	6	2	3	1	11:9	2	9
8		VfB Stuttgart	6	2	2	2	9:7	2	8
9		Hamburger SV	6	2	2	2	8:8	0	8
10		Karlsruher SC	6	2	2	2	12:14	-2	8
11		VfL Wolfsburg	6	2	2	2	9:12	-3	8
12		Bayer Leverkusen	6	2	1	3	13:10	3	7
13		TSV 1860 München	6	1	4	1	9:9	0	7
14		1. FC Köln	6	2	1	3	10:14	-4	7
15		Arminia Bielefeld	6	2	0	4	6:7	-1	6
16		Werder Bremen	6	1	2	3	8:13	-5	5
17		VfL Bochum	6	1	1	4	7:13	-6	4
18		Hertha BSC	6	0	2	4	4:11	-7	2
