11/09/2004	14:30	1. FSV Mainz 05	-	Bayer Leverkusen	2:0 (0:0)	
	14:30	Bayern München	-	Arminia Bielefeld	1:0 (1:0)	
	14:30	VfL Bochum	-	Borussia Dortmund	2:2 (1:0)	
	14:30	Bor. Mönchengladbach	-	Werder Bremen	3:1 (1:0)	
	14:30	VfL Wolfsburg	-	FC Schalke 04	3:0 (2:0)	
	14:30	VfB Stuttgart	-	Hamburger SV	2:0 (1:0)	
	14:30	1. FC Nürnberg	-	Hertha BSC	0:0 (0:0)	
12/09/2004	16:30	Hannover 96	-	SC Freiburg	2:2 (2:0)	
	16:30	Hansa Rostock	-	1. FC Kaiserslautern	2:3 (0:2)	
1		VfB Stuttgart	4	3	1	0	10:5	5	10
2		VfL Wolfsburg	4	3	0	1	7:3	4	9
3		Bayer Leverkusen	4	2	1	1	8:6	2	7
4		1. FSV Mainz 05	4	2	1	1	7:6	1	7
5		Bayern München	4	2	1	1	5:5	0	7
6		Werder Bremen	4	2	0	2	7:5	2	6
7		VfL Bochum	4	1	3	0	8:7	1	6
8		SC Freiburg	4	1	3	0	4:3	1	6
9		1. FC Nürnberg	4	1	2	1	7:6	1	5
10		Bor. Mönchengladbach	4	1	2	1	6:5	1	5
11		Borussia Dortmund	4	1	2	1	7:7	0	5
12		Hertha BSC	4	0	4	0	4:4	0	4
13		Arminia Bielefeld	4	1	1	2	2:3	-1	4
14		Hansa Rostock	4	1	1	2	4:7	-3	4
15		1. FC Kaiserslautern	4	1	0	3	7:10	-3	3
16		Hamburger SV	4	1	0	3	5:9	-4	3
17		FC Schalke 04	4	1	0	3	2:7	-5	3
18		Hannover 96	4	0	2	2	4:6	-2	2
