21/08/1973	19:00	1. FC Kaiserslautern	-	Eintracht Frankfurt	1:4 (1:0)	
	19:00	MSV Duisburg	-	1. FC Köln	5:1 (2:1)	
	19:00	Kickers Offenbach	-	Wuppertaler SV	0:1 (0:0)	
	19:00	VfB Stuttgart	-	Hannover 96	5:1 (0:0)	
	19:00	Fortuna Köln	-	Fortuna Düsseldorf	1:1 (1:0)	
	19:00	Hamburger SV	-	FC Schalke 04	5:2 (1:0)	
	19:00	VfL Bochum	-	Werder Bremen	0:0 (0:0)	
	19:00	Bayern München	-	Rot-Weiss Essen	2:0 (0:0)	
29/08/1973	19:00	Bor. Mönchengladbach	-	Hertha BSC	1:1 (1:0)	
1		Bayern München	3	3	0	0	8:1	7	6:0
2		VfB Stuttgart	3	2	1	0	9:2	7	5:1
3		Bor. Mönchengladbach	3	2	1	0	10:4	6	5:1
4		Eintracht Frankfurt	3	2	1	0	8:2	6	5:1
5		Wuppertaler SV	3	2	0	1	5:2	3	4:2
6		Hertha BSC	3	1	2	0	5:3	2	4:2
7		MSV Duisburg	3	1	1	1	6:5	1	3:3
8		Fortuna Düsseldorf	3	1	1	1	5:4	1	3:3
9		Werder Bremen	3	0	3	0	3:3	0	3:3
10		VfL Bochum	3	1	1	1	3:4	-1	3:3
11		Hannover 96	3	1	1	1	6:8	-2	3:3
12		Kickers Offenbach	3	0	2	1	3:4	-1	2:4
13		Hamburger SV	3	1	0	2	5:7	-2	2:4
14		FC Schalke 04	3	1	0	2	5:9	-4	2:4
15		1. FC Kaiserslautern	3	0	1	2	5:10	-5	1:5
16		Fortuna Köln	3	0	1	2	2:7	-5	1:5
17		Rot-Weiss Essen	3	0	1	2	3:9	-6	1:5
18		1. FC Köln	3	0	1	2	2:9	-7	1:5
