25/10/2003	14:30	Hannover 96	-	TSV 1860 München	1:1 (1:1)	
	14:30	Eintracht Frankfurt	-	1. FC Köln	2:0 (0:0)	
	14:30	SC Freiburg	-	Werder Bremen	2:4 (0:3)	
	14:30	VfB Stuttgart	-	VfL Wolfsburg	1:0 (0:0)	
	14:30	Hansa Rostock	-	Hertha BSC	0:1 (0:1)	
	14:30	Bayern München	-	1. FC Kaiserslautern	4:1 (2:0)	
	14:30	Hamburger SV	-	FC Schalke 04	2:2 (1:0)	
26/10/2003	16:30	Bayer Leverkusen	-	Bor. Mönchengladbach	1:0 (0:0)	
	16:30	VfL Bochum	-	Borussia Dortmund	3:0 (1:0)	
1		Bayer Leverkusen	10	8	1	1	23:7	16	25
2		VfB Stuttgart	10	7	3	0	13:1	12	24
3		Werder Bremen	10	7	1	2	26:14	12	22
4		Bayern München	10	6	3	1	25:13	12	21
5		Borussia Dortmund	10	6	1	3	19:11	8	19
6		VfL Bochum	10	5	3	2	19:10	9	18
7		VfL Wolfsburg	10	5	0	5	20:20	0	15
8		TSV 1860 München	10	4	2	4	9:12	-3	14
9		SC Freiburg	10	3	3	4	14:16	-2	12
10		Hannover 96	10	3	3	4	18:22	-4	12
11		FC Schalke 04	10	2	5	3	12:16	-4	11
12		1. FC Kaiserslautern	10	4	1	5	13:16	-3	10
13		Hamburger SV	10	2	3	5	9:21	-12	9
14		Eintracht Frankfurt	10	2	2	6	8:14	-6	8
15		Hertha BSC	10	1	5	4	8:17	-9	8
16		1. FC Köln	10	2	1	7	8:16	-8	7
17		Bor. Mönchengladbach	10	1	3	6	6:15	-9	6
18		Hansa Rostock	10	1	2	7	11:20	-9	5
