11/05/1974	14:30	Hannover 96	-	Eintracht Frankfurt	0:0 (0:0)	
	14:30	FC Schalke 04	-	MSV Duisburg	0:1 (0:0)	
	14:30	Bayern München	-	Kickers Offenbach	1:0 (0:0)	
	14:30	Werder Bremen	-	1. FC Köln	4:2 (2:2)	
	14:30	Fortuna Köln	-	Hamburger SV	3:0 (0:0)	
	14:30	Rot-Weiss Essen	-	VfL Bochum	2:2 (2:1)	
	14:30	Wuppertaler SV	-	1. FC Kaiserslautern	2:4 (0:3)	
	14:30	Hertha BSC	-	VfB Stuttgart	1:0 (0:0)	
	14:30	Fortuna Düsseldorf	-	Bor. Mönchengladbach	1:0 (1:0)	
1		Bayern München	33	20	9	4	95:48	47	49:17
2		Bor. Mönchengladbach	33	20	6	7	88:52	36	46:20
3		Fortuna Düsseldorf	33	16	9	8	60:45	15	41:25
4		Eintracht Frankfurt	33	14	11	8	61:49	12	39:27
5		1. FC Köln	33	15	7	11	67:55	12	37:29
6		FC Schalke 04	33	16	5	12	72:64	8	37:29
7		1. FC Kaiserslautern	33	14	8	11	76:69	7	36:30
8		Hertha BSC	33	11	11	11	55:58	-3	33:33
9		Werder Bremen	33	9	13	11	47:53	-6	31:35
10		Hamburger SV	33	13	5	15	51:59	-8	31:35
11		VfB Stuttgart	33	12	6	15	56:55	1	30:36
12		Kickers Offenbach	33	10	9	14	52:62	-10	29:37
13		Rot-Weiss Essen	33	9	11	13	53:68	-15	29:37
14		VfL Bochum	33	8	12	13	43:56	-13	28:38
15		MSV Duisburg	33	10	7	16	39:55	-16	27:39
16		Fortuna Köln	33	8	9	16	46:75	-29	25:41
17		Wuppertaler SV	33	8	8	17	40:63	-23	24:42
18		Hannover 96	33	6	10	17	49:64	-15	22:44
