28/04/1992	19:00	Werder Bremen	-	Hamburger SV	1:1 (1:0)	
05/05/1992	18:30	MSV Duisburg	-	1. FC Nürnberg	3:0 (1:0)	
	19:00	FC Schalke 04	-	VfL Bochum	2:1 (2:0)	
	19:00	Stuttgarter Kickers	-	Dynamo Dresden	0:0 (0:0)	
	19:00	SG Wattenscheid 09	-	Borussia Dortmund	0:1 (0:0)	
	19:00	Bayer Leverkusen	-	Bayern München	2:1 (1:0)	
	19:00	Karlsruher SC	-	Eintracht Frankfurt	0:2 (0:1)	
	19:00	Hansa Rostock	-	1. FC Kaiserslautern	0:1 (0:0)	
	19:00	Fortuna Düsseldorf	-	1. FC Köln	1:3 (1:1)	
	19:00	Bor. Mönchengladbach	-	VfB Stuttgart	0:1 (0:1)	
