27/09/1975	14:30	Eintracht Braunschweig	-	Kickers Offenbach	5:1 (2:0)	
	14:30	Bayer 05 Uerdingen	-	1. FC Köln	1:1 (1:0)	
	14:30	Bayern München	-	Hannover 96	3:1 (1:0)	
	14:30	Karlsruher SC	-	FC Schalke 04	2:2 (0:2)	
	14:30	Werder Bremen	-	Fortuna Düsseldorf	3:0 (1:0)	
	14:30	Rot-Weiss Essen	-	MSV Duisburg	5:2 (3:2)	
	14:30	Eintracht Frankfurt	-	1. FC Kaiserslautern	1:1 (1:0)	
	14:30	VfL Bochum	-	Hamburger SV	0:3 (0:1)	
	18:30	Hertha BSC	-	Bor. Mönchengladbach	3:0 (1:0)	
1		Eintracht Braunschweig	9	5	3	1	20:12	8	13:5
2		Bayern München	9	5	2	2	22:12	10	12:6
3		Bor. Mönchengladbach	9	4	4	1	18:10	8	12:6
4		Hamburger SV	9	4	3	2	17:8	9	11:7
5		Rot-Weiss Essen	9	4	2	3	20:16	4	10:8
6		Karlsruher SC	9	4	2	3	12:9	3	10:8
7		Werder Bremen	9	5	0	4	17:15	2	10:8
8		Hertha BSC	9	4	1	4	19:15	4	9:9
9		Eintracht Frankfurt	9	3	3	3	13:13	0	9:9
10		FC Schalke 04	9	2	4	3	18:15	3	8:10
11		1. FC Köln	9	2	4	3	12:14	-2	8:10
12		1. FC Kaiserslautern	9	2	4	3	12:17	-5	8:10
13		Fortuna Düsseldorf	9	3	2	4	12:19	-7	8:10
14		VfL Bochum	9	2	3	4	10:12	-2	7:11
15		Hannover 96	9	2	3	4	14:18	-4	7:11
16		Bayer 05 Uerdingen	9	2	3	4	7:14	-7	7:11
17		Kickers Offenbach	9	3	1	5	14:29	-15	7:11
18		MSV Duisburg	9	2	2	5	18:27	-9	6:12
