18/09/2009	19:30	FC Schalke 04	-	VfL Wolfsburg	1:2 (0:0)	
19/09/2009	14:30	Bayern München	-	1. FC Nürnberg	2:1 (0:0)	
	14:30	VfB Stuttgart	-	1. FC Köln	0:2 (0:1)	
	14:30	Hannover 96	-	Borussia Dortmund	1:1 (0:1)	
	14:30	VfL Bochum	-	1. FSV Mainz 05	2:3 (2:1)	
	14:30	Bor. Mönchengladbach	-	1899 Hoffenheim	2:4 (2:1)	
20/09/2009	14:30	Eintracht Frankfurt	-	Hamburger SV	1:1 (1:1)	
	16:30	Hertha BSC	-	SC Freiburg	0:4 (0:3)	
	16:30	Bayer Leverkusen	-	Werder Bremen	0:0 (0:0)	
1		Hamburger SV	6	4	2	0	16:7	9	14
2		Bayer Leverkusen	6	4	2	0	13:5	8	14
3		Bayern München	6	3	2	1	13:6	7	11
4		1899 Hoffenheim	6	3	2	1	9:4	5	11
5		1. FSV Mainz 05	6	3	2	1	10:9	1	11
6		Eintracht Frankfurt	6	2	4	0	8:5	3	10
		FC Schalke 04	6	3	1	2	8:5	3	10
8		Werder Bremen	6	2	3	1	9:6	3	9
9		VfL Wolfsburg	6	3	0	3	11:12	-1	9
10		Bor. Mönchengladbach	6	2	1	3	9:12	-3	7
11		SC Freiburg	6	2	1	3	8:12	-4	7
12		Hannover 96	6	1	3	2	4:4	0	6
13		Borussia Dortmund	6	1	3	2	6:12	-6	6
14		1. FC Nürnberg	6	1	2	3	4:7	-3	5
15		VfB Stuttgart	6	1	2	3	6:10	-4	5
16		1. FC Köln	6	1	1	4	5:9	-4	4
17		VfL Bochum	6	1	1	4	7:14	-7	4
18		Hertha BSC	6	1	0	5	5:12	-7	3
