17/11/2012	14:30	Borussia Dortmund	-	SpVgg Greuther Fürth	3:1 (3:1)	
	14:30	Bor. Mönchengladbach	-	VfB Stuttgart	1:2 (1:1)	
	14:30	Hannover 96	-	SC Freiburg	1:2 (1:1)	
	14:30	1. FC Nürnberg	-	Bayern München	1:1 (0:1)	
	14:30	Hamburger SV	-	1. FSV Mainz 05	1:0 (0:0)	
	14:30	Eintracht Frankfurt	-	FC Augsburg	4:2 (2:1)	
	17:30	Bayer Leverkusen	-	FC Schalke 04	2:0 (1:0)	
18/11/2012	14:30	Werder Bremen	-	Fortuna Düsseldorf	2:1 (0:1)	
	16:30	1899 Hoffenheim	-	VfL Wolfsburg	1:3 (0:2)	
1		Bayern München	12	10	1	1	33:5	28	31
2		FC Schalke 04	12	7	2	3	22:14	8	23
3		Eintracht Frankfurt	12	7	2	3	25:18	7	23
4		Borussia Dortmund	12	6	4	2	26:13	13	22
5		Bayer Leverkusen	12	6	3	3	21:17	4	21
6		Hannover 96	12	5	2	5	25:20	5	17
7		Werder Bremen	12	5	2	5	20:18	2	17
8		1. FSV Mainz 05	12	5	2	5	15:14	1	17
9		Hamburger SV	12	5	2	5	12:14	-2	17
10		SC Freiburg	12	4	4	4	16:14	2	16
11		Bor. Mönchengladbach	12	4	4	4	18:23	-5	16
12		VfB Stuttgart	12	4	4	4	14:20	-6	16
13		VfL Wolfsburg	12	4	2	6	12:19	-7	14
14		1899 Hoffenheim	12	3	3	6	18:26	-8	12
15		1. FC Nürnberg	12	3	3	6	10:18	-8	12
16		Fortuna Düsseldorf	12	2	5	5	11:18	-7	11
17		SpVgg Greuther Fürth	12	1	4	7	10:23	-13	7
18		FC Augsburg	12	1	3	8	8:22	-14	6
