29/11/2003	14:30	Hannover 96	-	SC Freiburg	3:0 (1:0)	
	14:30	Eintracht Frankfurt	-	VfL Wolfsburg	3:2 (1:2)	
	14:30	Bor. Mönchengladbach	-	1. FC Kaiserslautern	2:1 (0:1)	
	14:30	Bayer Leverkusen	-	TSV 1860 München	2:2 (0:1)	
	14:30	Bayern München	-	1. FC Köln	2:2 (1:1)	
	14:30	Hamburger SV	-	Werder Bremen	1:1 (0:1)	
	14:30	VfL Bochum	-	VfB Stuttgart	0:0 (0:0)	
30/11/2003	16:30	Hertha BSC	-	FC Schalke 04	1:3 (1:0)	
	16:30	Hansa Rostock	-	Borussia Dortmund	2:1 (0:0)	
1		VfB Stuttgart	14	10	4	0	22:3	19	34
2		Werder Bremen	14	10	2	2	38:18	20	32
3		Bayer Leverkusen	14	9	4	1	30:12	18	31
4		Bayern München	14	8	4	2	32:18	14	28
5		Borussia Dortmund	14	7	2	5	26:21	5	23
6		VfL Bochum	14	6	4	4	25:16	9	22
7		VfL Wolfsburg	14	6	0	8	28:29	-1	18
8		TSV 1860 München	14	5	3	6	15:19	-4	18
9		Hannover 96	14	5	3	6	25:31	-6	18
10		SC Freiburg	14	5	3	6	19:25	-6	18
11		FC Schalke 04	14	4	5	5	18:21	-3	17
12		Hamburger SV	14	4	4	6	16:26	-10	16
13		Hansa Rostock	14	4	3	7	19:22	-3	15
14		1. FC Kaiserslautern	14	5	2	7	18:24	-6	14
15		Bor. Mönchengladbach	14	3	4	7	13:20	-7	13
16		Eintracht Frankfurt	14	3	2	9	12:22	-10	11
17		Hertha BSC	14	2	5	7	13:28	-15	11
18		1. FC Köln	14	2	2	10	11:25	-14	8
