12/05/1989	19:00	Waldhof Mannheim	-	VfB Stuttgart	3:4 (2:1)	
	19:00	Eintracht Frankfurt	-	1. FC Kaiserslautern	3:2 (1:0)	
13/05/1989	14:30	Karlsruher SC	-	Hamburger SV	2:2 (1:1)	
	14:30	Stuttgarter Kickers	-	Bayern München	2:0 (1:0)	
	14:30	FC St. Pauli	-	Hannover 96	1:1 (0:1)	
	14:30	1. FC Köln	-	Borussia Dortmund	2:0 (0:0)	
	14:30	Bayer 05 Uerdingen	-	Werder Bremen	2:1 (1:0)	
	14:30	1. FC Nürnberg	-	Bor. Mönchengladbach	0:0 (0:0)	
16/05/1989	19:00	VfL Bochum	-	Bayer Leverkusen	2:4 (0:3)	
1		Bayern München	29	15	12	2	51:22	29	42:16
2		1. FC Köln	29	17	7	5	50:21	29	41:17
3		Hamburger SV	29	15	6	8	52:33	19	36:22
4		Werder Bremen	29	14	8	7	47:30	17	36:22
5		VfB Stuttgart	29	14	6	9	52:42	10	34:24
6		Bor. Mönchengladbach	29	11	12	6	39:35	4	34:24
7		Borussia Dortmund	29	9	12	8	45:32	13	30:28
8		1. FC Kaiserslautern	29	9	12	8	43:35	8	30:28
9		Bayer Leverkusen	29	9	11	9	39:38	1	29:29
10		Bayer 05 Uerdingen	29	9	11	9	39:40	-1	29:29
11		FC St. Pauli	29	7	14	8	31:33	-2	28:30
12		Karlsruher SC	29	10	7	12	40:43	-3	27:31
13		VfL Bochum	29	9	8	12	35:44	-9	26:32
14		Waldhof Mannheim	29	6	10	13	33:49	-16	22:36
15		1. FC Nürnberg	29	7	8	14	30:47	-17	22:36
16		Eintracht Frankfurt	29	7	7	15	24:46	-22	21:37
17		Stuttgarter Kickers	29	8	5	16	36:63	-27	21:37
18		Hannover 96	29	3	8	18	25:58	-33	14:44
