12/04/2019	19:30	1. FC Nürnberg	-	FC Schalke 04	1:1 (0:0)	
13/04/2019	14:30	VfB Stuttgart	-	Bayer Leverkusen	0:1 (0:0)	
	14:30	Hannover 96	-	Bor. Mönchengladbach	0:1 (0:0)	
	14:30	Werder Bremen	-	SC Freiburg	2:1 (0:0)	
	14:30	RB Leipzig	-	VfL Wolfsburg	2:0 (2:0)	
	17:30	Borussia Dortmund	-	1. FSV Mainz 05	2:1 (2:0)	
14/04/2019	12:30	1899 Hoffenheim	-	Hertha BSC	2:0 (1:0)	
	14:30	Fortuna Düsseldorf	-	Bayern München	1:4 (0:2)	
	17:00	Eintracht Frankfurt	-	FC Augsburg	1:3 (1:2)	
1		Bayern München	29	21	4	4	78:29	49	67
2		Borussia Dortmund	29	20	6	3	68:36	32	66
3		RB Leipzig	29	17	7	5	55:22	33	58
4		Eintracht Frankfurt	29	15	7	7	57:34	23	52
5		Bor. Mönchengladbach	29	15	6	8	48:35	13	51
6		1899 Hoffenheim	29	12	11	6	60:39	21	47
7		Werder Bremen	29	12	10	7	52:41	11	46
8		Bayer Leverkusen	29	14	3	12	51:48	3	45
9		VfL Wolfsburg	29	13	6	10	47:44	3	45
10		Fortuna Düsseldorf	29	11	4	14	39:56	-17	37
11		Hertha BSC	29	9	8	12	41:48	-7	35
12		1. FSV Mainz 05	29	9	6	14	34:50	-16	33
13		SC Freiburg	29	7	11	11	39:50	-11	32
14		FC Augsburg	29	7	7	15	40:55	-15	28
15		FC Schalke 04	29	7	6	16	30:47	-17	27
16		VfB Stuttgart	29	5	6	18	27:61	-34	21
17		1. FC Nürnberg	29	3	9	17	24:54	-30	18
18		Hannover 96	29	3	5	21	25:66	-41	14
