21/09/2018	19:30	VfB Stuttgart	-	Fortuna Düsseldorf	0:0 (0:0)	
22/09/2018	14:30	1899 Hoffenheim	-	Borussia Dortmund	1:1 (1:0)	
	14:30	Hertha BSC	-	Bor. Mönchengladbach	4:2 (2:1)	
	14:30	FC Augsburg	-	Werder Bremen	2:3 (1:2)	
	14:30	VfL Wolfsburg	-	SC Freiburg	1:3 (0:2)	
	14:30	1. FC Nürnberg	-	Hannover 96	2:0 (0:0)	
	17:30	FC Schalke 04	-	Bayern München	0:2 (0:1)	
23/09/2018	14:30	Bayer Leverkusen	-	1. FSV Mainz 05	1:0 (0:0)	
	17:00	Eintracht Frankfurt	-	RB Leipzig	1:1 (1:0)	
1		Bayern München	4	4	0	0	11:2	9	12
2		Hertha BSC	4	3	1	0	9:4	5	10
3		Borussia Dortmund	4	2	2	0	8:3	5	8
4		Werder Bremen	4	2	2	0	7:5	2	8
5		VfL Wolfsburg	4	2	1	1	8:7	1	7
6		Bor. Mönchengladbach	4	2	1	1	7:6	1	7
7		1. FSV Mainz 05	4	2	1	1	4:3	1	7
8		1. FC Nürnberg	4	1	2	1	4:3	1	5
9		Fortuna Düsseldorf	4	1	2	1	4:4	0	5
10		RB Leipzig	4	1	2	1	6:8	-2	5
11		1899 Hoffenheim	4	1	1	2	6:7	-1	4
		FC Augsburg	4	1	1	2	6:7	-1	4
13		Eintracht Frankfurt	4	1	1	2	5:6	-1	4
14		SC Freiburg	4	1	1	2	7:9	-2	4
15		Bayer Leverkusen	4	1	0	3	3:8	-5	3
16		Hannover 96	4	0	2	2	3:6	-3	2
17		VfB Stuttgart	4	0	2	2	3:7	-4	2
18		FC Schalke 04	4	0	0	4	2:8	-6	0
