24/10/1964	14:15	Hamburger SV	-	1. FC Kaiserslautern	3:2 (2:2)	
	14:15	Hertha BSC	-	Meidericher SV	2:2 (2:1)	
	14:15	Borussia Dortmund	-	Frankfurter SG Eintracht	1:3 (1:1)	
	14:15	1. FC Nürnberg	-	Eintracht Braunschweig	3:2 (0:2)	
	14:15	VfB Stuttgart	-	Werder Bremen	1:1 (0:1)	
	14:15	Borussia Neunkirchen	-	TSV 1860 München	3:0 (0:0)	
	14:15	1. FC Köln	-	Karlsruher SC	4:1 (1:1)	
	14:15	Hannover 96	-	FC Schalke 04	1:0 (1:0)	
1		1. FC Köln	9	6	1	2	29:16	13	13:5
2		Werder Bremen	9	5	2	2	16:9	7	12:6
3		Hamburger SV	9	4	4	1	16:10	6	12:6
4		Borussia Dortmund	9	5	2	2	15:11	4	12:6
5		1. FC Kaiserslautern	9	5	1	3	19:14	5	11:7
6		1. FC Nürnberg	9	5	1	3	19:15	4	11:7
7		VfB Stuttgart	9	2	6	1	15:13	2	10:8
8		TSV 1860 München	9	3	3	3	16:11	5	9:9
9		Frankfurter SG Eintracht	9	4	1	4	14:20	-6	9:9
10		Hannover 96	9	3	2	4	10:14	-4	8:10
11		Hertha BSC	9	2	4	3	9:14	-5	8:10
12		Karlsruher SC	9	2	3	4	15:18	-3	7:11
13		Borussia Neunkirchen	9	3	0	6	14:17	-3	6:12
14		Eintracht Braunschweig	9	2	2	5	11:18	-7	6:12
15		Meidericher SV	9	2	2	5	13:21	-8	6:12
16		FC Schalke 04	9	1	2	6	11:21	-10	4:14
