04/09/1987	19:00	VfL Bochum	-	Karlsruher SC	5:0 (3:0)	
	19:00	Hamburger SV	-	1. FC Kaiserslautern	5:1 (1:0)	
05/09/1987	14:30	Borussia Dortmund	-	1. FC Köln	1:2 (0:0)	
	14:30	Bayer Leverkusen	-	Werder Bremen	1:3 (1:0)	
	14:30	VfB Stuttgart	-	FC Schalke 04	4:0 (1:0)	
	14:30	Bayer 05 Uerdingen	-	Hannover 96	1:0 (0:0)	
	14:30	FC 08 Homburg	-	1. FC Nürnberg	0:4 (0:2)	
	14:30	Waldhof Mannheim	-	Bor. Mönchengladbach	0:3 (0:2)	
	14:30	Bayern München	-	Eintracht Frankfurt	3:2 (1:2)	
1		Werder Bremen	7	5	2	0	13:3	10	12:2
2		1. FC Köln	7	4	3	0	9:3	6	11:3
3		Bor. Mönchengladbach	7	5	1	1	12:10	2	11:3
4		Bayern München	7	5	0	2	17:9	8	10:4
5		VfB Stuttgart	7	4	1	2	15:8	7	9:5
6		1. FC Nürnberg	7	2	4	1	8:3	5	8:6
7		Hamburger SV	7	3	2	2	17:18	-1	8:6
8		Karlsruher SC	7	3	1	3	12:12	0	7:7
9		Hannover 96	7	3	1	3	10:11	-1	7:7
10		VfL Bochum	7	2	2	3	8:6	2	6:8
11		FC Schalke 04	7	3	0	4	13:17	-4	6:8
12		Borussia Dortmund	7	1	3	3	5:7	-2	5:9
13		Bayer Leverkusen	7	1	3	3	6:10	-4	5:9
14		Waldhof Mannheim	7	1	3	3	5:9	-4	5:9
15		Bayer 05 Uerdingen	7	2	0	5	7:10	-3	4:10
16		Eintracht Frankfurt	7	1	2	4	7:12	-5	4:10
17		1. FC Kaiserslautern	7	1	2	4	8:16	-8	4:10
18		FC 08 Homburg	7	1	2	4	5:13	-8	4:10
