18/10/2013	19:30	1899 Hoffenheim	-	Bayer Leverkusen	1:2 (0:1)	
19/10/2013	14:30	Borussia Dortmund	-	Hannover 96	1:0 (1:0)	
	14:30	Bayern München	-	1. FSV Mainz 05	4:1 (0:1)	
	14:30	Werder Bremen	-	SC Freiburg	0:0 (0:0)	
	14:30	Eintracht Braunschweig	-	FC Schalke 04	2:3 (1:1)	
	14:30	Eintracht Frankfurt	-	1. FC Nürnberg	1:1 (0:0)	
	17:30	Hertha BSC	-	Bor. Mönchengladbach	1:0 (1:0)	
20/10/2013	14:30	Hamburger SV	-	VfB Stuttgart	3:3 (1:2)	
	16:30	FC Augsburg	-	VfL Wolfsburg	1:2 (1:2)	
1		Bayern München	9	7	2	0	19:4	15	23
2		Borussia Dortmund	9	7	1	1	22:7	15	22
3		Bayer Leverkusen	9	7	1	1	20:9	11	22
4		Hertha BSC	9	4	3	2	15:9	6	15
5		FC Schalke 04	9	4	2	3	17:19	-2	14
6		Bor. Mönchengladbach	9	4	1	4	19:14	5	13
7		Hannover 96	9	4	1	4	11:12	-1	13
8		VfB Stuttgart	9	3	3	3	19:13	6	12
9		VfL Wolfsburg	9	4	0	5	11:12	-1	12
10		Werder Bremen	9	3	3	3	9:12	-3	12
11		1899 Hoffenheim	9	2	4	3	21:22	-1	10
12		Eintracht Frankfurt	9	2	4	3	12:14	-2	10
13		FC Augsburg	9	3	1	5	10:17	-7	10
14		1. FSV Mainz 05	9	3	1	5	13:21	-8	10
15		Hamburger SV	9	2	3	4	20:22	-2	9
16		1. FC Nürnberg	9	0	6	3	10:18	-8	6
17		SC Freiburg	9	0	5	4	9:18	-9	5
18		Eintracht Braunschweig	9	1	1	7	7:21	-14	4
