30/10/1969	19:00	Bayern München	-	Hertha BSC	1:2 (1:0)	
31/10/1969	19:00	Borussia Dortmund	-	Werder Bremen	2:1 (1:1)	
	19:00	FC Schalke 04	-	VfB Stuttgart	1:2 (0:2)	
	19:00	Bor. Mönchengladbach	-	Alemannia Aachen	5:1 (1:1)	
01/11/1969	14:30	Eintracht Frankfurt	-	TSV 1860 München	4:3 (0:0)	
	14:30	Hamburger SV	-	Hannover 96	2:0 (0:0)	
	14:30	Eintracht Braunschweig	-	Rot-Weiss Essen	0:0 (0:0)	
	14:30	1. FC Kaiserslautern	-	MSV Duisburg	0:2 (0:1)	
02/11/1969	14:30	Rot-Weiß Oberhausen	-	1. FC Köln	0:2 (0:0)	
1		Bor. Mönchengladbach	11	7	2	2	21:10	11	16:6
2		Bayern München	11	7	1	3	26:11	15	15:7
3		1. FC Köln	11	7	1	3	25:12	13	15:7
4		Hertha BSC	11	7	0	4	18:15	3	14:8
5		Rot-Weiß Oberhausen	11	6	1	4	21:14	7	13:9
6		FC Schalke 04	11	5	3	3	16:11	5	13:9
7		VfB Stuttgart	11	5	3	3	23:22	1	13:9
8		Hamburger SV	11	5	2	4	20:16	4	12:10
9		Borussia Dortmund	11	5	2	4	20:18	2	12:10
10		Eintracht Frankfurt	11	5	1	5	17:19	-2	11:11
11		MSV Duisburg	11	4	3	4	15:20	-5	11:11
12		Hannover 96	11	4	2	5	18:18	0	10:12
13		Rot-Weiss Essen	11	3	4	4	14:17	-3	10:12
14		1. FC Kaiserslautern	11	2	4	5	11:17	-6	8:14
15		Werder Bremen	11	2	3	6	13:20	-7	7:15
16		Eintracht Braunschweig	11	1	5	5	11:21	-10	7:15
17		Alemannia Aachen	11	2	2	7	11:25	-14	6:16
18		TSV 1860 München	11	2	1	8	8:22	-14	5:17
