27/08/2013	17:30	SC Freiburg	-	Bayern München	1:1 (0:1)	
31/08/2013	14:30	Bor. Mönchengladbach	-	Werder Bremen	4:1 (1:0)	
	14:30	Hannover 96	-	1. FSV Mainz 05	4:1 (2:1)	
	14:30	VfL Wolfsburg	-	Hertha BSC	2:0 (2:0)	
	14:30	1. FC Nürnberg	-	FC Augsburg	0:1 (0:0)	
	14:30	Hamburger SV	-	Eintracht Braunschweig	4:0 (2:0)	
	17:30	FC Schalke 04	-	Bayer Leverkusen	2:0 (1:0)	
01/09/2013	14:30	VfB Stuttgart	-	1899 Hoffenheim	6:2 (3:1)	
	16:30	Eintracht Frankfurt	-	Borussia Dortmund	1:2 (1:1)	
1		Borussia Dortmund	4	4	0	0	9:2	7	12
2		Bayern München	4	3	1	0	7:2	5	10
3		Bayer Leverkusen	4	3	0	1	8:5	3	9
		Hannover 96	4	3	0	1	8:5	3	9
5		1. FSV Mainz 05	4	3	0	1	8:7	1	9
6		Hertha BSC	4	2	1	1	9:5	4	7
7		Bor. Mönchengladbach	4	2	0	2	10:8	2	6
8		VfL Wolfsburg	4	2	0	2	6:4	2	6
9		Werder Bremen	4	2	0	2	3:5	-2	6
10		FC Augsburg	4	2	0	2	3:6	-3	6
11		1899 Hoffenheim	4	1	2	1	12:12	0	5
12		Hamburger SV	4	1	1	2	8:9	-1	4
13		FC Schalke 04	4	1	1	2	6:9	-3	4
14		VfB Stuttgart	4	1	0	3	9:8	1	3
15		Eintracht Frankfurt	4	1	0	3	4:9	-5	3
16		SC Freiburg	4	0	2	2	6:9	-3	2
17		1. FC Nürnberg	4	0	2	2	4:7	-3	2
18		Eintracht Braunschweig	4	0	0	4	1:9	-8	0
