30/03/2002	14:30	Hamburger SV	-	Bayern München	0:0 (0:0)	
	14:30	1. FC Nürnberg	-	VfL Wolfsburg	3:0 (1:0)	
	14:30	Bor. Mönchengladbach	-	Hertha BSC	3:1 (1:1)	
	14:30	Energie Cottbus	-	SC Freiburg	2:0 (1:0)	
	14:30	VfB Stuttgart	-	Borussia Dortmund	3:2 (2:0)	
	14:30	TSV 1860 München	-	FC St. Pauli	4:2 (1:1)	
	14:30	1. FC Kaiserslautern	-	Bayer Leverkusen	2:4 (1:2)	
31/03/2002	17:30	1. FC Köln	-	FC Schalke 04	1:1 (0:1)	
	17:30	Werder Bremen	-	Hansa Rostock	4:3 (1:2)	
1		Bayer Leverkusen	29	19	5	5	71:33	38	62
2		Borussia Dortmund	29	17	7	5	52:26	26	58
3		Bayern München	29	16	7	6	54:20	34	55
4		FC Schalke 04	29	16	7	6	47:28	19	55
5		Hertha BSC	29	15	7	7	54:32	22	52
6		1. FC Kaiserslautern	29	15	4	10	52:45	7	49
7		Werder Bremen	29	14	4	11	43:36	7	46
8		TSV 1860 München	29	13	3	13	45:49	-4	42
9		VfB Stuttgart	29	11	8	10	36:35	1	41
10		VfL Wolfsburg	29	10	7	12	48:44	4	37
11		Hamburger SV	29	9	9	11	40:46	-6	36
12		Bor. Mönchengladbach	29	9	9	11	33:41	-8	36
13		Energie Cottbus	29	9	5	15	30:49	-19	32
14		Hansa Rostock	29	8	6	15	31:45	-14	30
15		1. FC Nürnberg	29	8	4	17	28:50	-22	28
16		SC Freiburg	29	5	9	15	28:51	-23	24
17		FC St. Pauli	29	4	9	16	31:57	-26	21
18		1. FC Köln	29	4	8	17	18:54	-36	20
