13/11/2004	14:30	1. FC Kaiserslautern	-	Borussia Dortmund	1:0 (0:0)	
	14:30	SC Freiburg	-	Arminia Bielefeld	2:3 (2:2)	
	14:30	Hannover 96	-	1. FSV Mainz 05	2:0 (1:0)	
	14:30	Bor. Mönchengladbach	-	1. FC Nürnberg	2:1 (1:0)	
	14:30	VfL Wolfsburg	-	VfB Stuttgart	3:0 (1:0)	
	14:30	FC Schalke 04	-	Hertha BSC	1:3 (0:1)	
	14:30	Werder Bremen	-	Bayer Leverkusen	2:2 (1:0)	
14/11/2004	16:30	VfL Bochum	-	Bayern München	1:3 (0:0)	
	16:30	Hansa Rostock	-	Hamburger SV	0:6 (0:3)	
1		VfL Wolfsburg	13	9	0	4	23:18	5	27
2		Bayern München	13	8	2	3	22:13	9	26
3		FC Schalke 04	13	8	0	5	19:19	0	24
4		VfB Stuttgart	13	7	2	4	24:15	9	23
5		Hannover 96	13	7	2	4	21:14	7	23
6		Werder Bremen	13	6	3	4	26:16	10	21
7		Arminia Bielefeld	13	6	2	5	15:14	1	20
8		Bayer Leverkusen	13	5	4	4	23:20	3	19
9		1. FSV Mainz 05	13	5	4	4	21:20	1	19
10		Hertha BSC	13	4	6	3	17:12	5	18
11		1. FC Nürnberg	13	4	4	5	23:20	3	16
12		Hamburger SV	13	5	1	7	22:20	2	16
13		Bor. Mönchengladbach	13	4	4	5	18:19	-1	16
14		Borussia Dortmund	13	3	5	5	14:18	-4	14
15		1. FC Kaiserslautern	13	4	2	7	15:22	-7	14
16		VfL Bochum	13	2	5	6	17:26	-9	11
17		SC Freiburg	13	2	4	7	13:26	-13	10
18		Hansa Rostock	13	2	2	9	10:31	-21	8
