31/08/1973	19:00	VfL Bochum	-	Eintracht Frankfurt	1:1 (0:0)	
	19:00	Kickers Offenbach	-	Werder Bremen	4:0 (1:0)	
	19:00	1. FC Kaiserslautern	-	MSV Duisburg	2:1 (1:1)	
01/09/1973	14:30	Bor. Mönchengladbach	-	FC Schalke 04	6:0 (4:0)	
	14:30	VfB Stuttgart	-	1. FC Köln	2:1 (0:1)	
	14:30	Fortuna Köln	-	Hertha BSC	3:3 (0:3)	
	14:30	Rot-Weiss Essen	-	Fortuna Düsseldorf	1:4 (0:1)	
	14:30	Hamburger SV	-	Hannover 96	1:4 (1:1)	
	14:30	Bayern München	-	Wuppertaler SV	3:0 (0:0)	
1		Bor. Mönchengladbach	5	4	1	0	20:6	14	9:1
2		Bayern München	5	4	1	0	13:3	10	9:1
3		Eintracht Frankfurt	5	3	2	0	13:6	7	8:2
4		VfB Stuttgart	5	3	1	1	14:7	7	7:3
5		Fortuna Düsseldorf	5	3	1	1	11:6	5	7:3
6		Kickers Offenbach	5	2	2	1	9:4	5	6:4
7		Hertha BSC	5	1	4	0	10:8	2	6:4
8		VfL Bochum	5	2	2	1	6:6	0	6:4
9		Hannover 96	5	2	1	2	11:11	0	5:5
10		Wuppertaler SV	5	2	0	3	7:9	-2	4:6
11		Fortuna Köln	5	1	2	2	7:10	-3	4:6
12		Werder Bremen	5	0	4	1	4:8	-4	4:6
13		MSV Duisburg	5	1	1	3	8:9	-1	3:7
14		Hamburger SV	5	1	1	3	7:12	-5	3:7
15		1. FC Kaiserslautern	5	1	1	3	8:14	-6	3:7
16		1. FC Köln	5	1	1	3	6:12	-6	3:7
17		FC Schalke 04	5	1	0	4	5:17	-12	2:8
18		Rot-Weiss Essen	5	0	1	4	4:15	-11	1:9
