25/09/1987	19:00	Hannover 96	-	Borussia Dortmund	2:3 (0:1)	
	19:00	Werder Bremen	-	Waldhof Mannheim	3:1 (1:1)	
26/09/1987	14:30	FC Schalke 04	-	Bayern München	1:4 (0:3)	
	14:30	1. FC Köln	-	FC 08 Homburg	3:0 (1:0)	
	14:30	Eintracht Frankfurt	-	1. FC Nürnberg	3:1 (1:1)	
	14:30	Bor. Mönchengladbach	-	Hamburger SV	8:2 (3:1)	
	14:30	1. FC Kaiserslautern	-	VfB Stuttgart	2:1 (1:0)	
	14:30	Karlsruher SC	-	Bayer Leverkusen	1:1 (1:0)	
28/09/1987	19:00	VfL Bochum	-	Bayer 05 Uerdingen	1:4 (0:1)	
1		Werder Bremen	10	7	2	1	21:6	15	16:4
2		1. FC Köln	10	6	4	0	15:4	11	16:4
3		Bor. Mönchengladbach	10	7	1	2	22:15	7	15:5
4		Bayern München	10	7	0	3	24:14	10	14:6
5		VfB Stuttgart	10	4	3	3	21:15	6	11:9
6		1. FC Nürnberg	10	3	5	2	14:8	6	11:9
7		Karlsruher SC	10	4	3	3	16:15	1	11:9
8		Hamburger SV	10	3	4	3	23:30	-7	10:10
9		Borussia Dortmund	10	3	3	4	12:14	-2	9:11
10		Bayer Leverkusen	10	2	5	3	11:13	-2	9:11
11		Bayer 05 Uerdingen	10	4	0	6	14:13	1	8:12
12		Eintracht Frankfurt	10	3	2	5	17:19	-2	8:12
13		Hannover 96	10	3	2	5	15:19	-4	8:12
14		1. FC Kaiserslautern	10	3	2	5	15:22	-7	8:12
15		VfL Bochum	10	2	3	5	13:16	-3	7:13
16		FC Schalke 04	10	3	1	6	17:27	-10	7:13
17		FC 08 Homburg	10	2	2	6	10:20	-10	6:14
18		Waldhof Mannheim	10	1	4	5	7:17	-10	6:14
