20/03/1992	19:00	VfL Bochum	-	SG Wattenscheid 09	1:1 (1:1)	
	19:00	Hamburger SV	-	Borussia Dortmund	1:1 (1:1)	
	19:00	Dynamo Dresden	-	Bayer Leverkusen	1:0 (0:0)	
21/03/1992	14:30	1. FC Köln	-	Bor. Mönchengladbach	1:1 (1:1)	
	14:30	Eintracht Frankfurt	-	Bayern München	3:2 (1:1)	
	14:30	Stuttgarter Kickers	-	1. FC Nürnberg	3:1 (1:0)	
	14:30	Hansa Rostock	-	Werder Bremen	0:0 (0:0)	
	14:30	Fortuna Düsseldorf	-	Karlsruher SC	2:3 (1:1)	
	14:30	FC Schalke 04	-	MSV Duisburg	3:0 (2:0)	
	14:30	1. FC Kaiserslautern	-	VfB Stuttgart	0:0 (0:0)	
