10/04/2004	14:30	Hertha BSC	-	VfL Wolfsburg	1:0 (1:0)	
	14:30	Bayer Leverkusen	-	1. FC Kaiserslautern	6:0 (4:0)	
	14:30	Hansa Rostock	-	Bor. Mönchengladbach	1:2 (1:1)	
	14:30	Eintracht Frankfurt	-	Werder Bremen	0:1 (0:0)	
	14:30	VfL Bochum	-	TSV 1860 München	4:0 (2:0)	
	14:30	Hamburger SV	-	Borussia Dortmund	0:2 (0:2)	
	14:30	Bayern München	-	FC Schalke 04	2:1 (1:1)	
11/04/2004	16:30	SC Freiburg	-	VfB Stuttgart	0:1 (0:1)	
	16:30	Hannover 96	-	1. FC Köln	1:0 (1:0)	
1		Werder Bremen	28	20	6	2	67:28	39	66
2		Bayern München	28	17	8	3	63:30	33	59
3		VfB Stuttgart	28	15	9	4	43:17	26	54
4		Bayer Leverkusen	28	14	7	7	56:34	22	49
5		VfL Bochum	28	12	9	7	46:33	13	45
6		Borussia Dortmund	28	13	6	9	47:36	11	45
7		FC Schalke 04	28	11	10	7	38:32	6	43
8		Hamburger SV	28	10	6	12	37:49	-12	36
9		Hansa Rostock	28	9	8	11	43:41	2	35
10		SC Freiburg	28	9	7	12	38:54	-16	34
11		Hannover 96	28	8	8	12	44:55	-11	32
12		Bor. Mönchengladbach	28	8	7	13	31:40	-9	31
13		VfL Wolfsburg	28	10	1	17	46:57	-11	31
14		TSV 1860 München	28	8	6	14	28:44	-16	30
15		1. FC Kaiserslautern	28	9	4	15	29:48	-19	28
16		Hertha BSC	28	6	10	12	28:51	-23	28
17		Eintracht Frankfurt	28	7	5	16	28:42	-14	26
18		1. FC Köln	28	5	5	18	23:44	-21	20
