10/02/1973	14:30	Eintracht Braunschweig	-	Rot-Weiß Oberhausen	3:1 (1:0)	
	14:30	Eintracht Frankfurt	-	Fortuna Düsseldorf	2:1 (2:0)	
	14:30	FC Schalke 04	-	VfL Bochum	2:0 (1:0)	
	14:30	Wuppertaler SV	-	Kickers Offenbach	4:3 (2:2)	
	14:30	Bor. Mönchengladbach	-	1. FC Kaiserslautern	6:2 (0:0)	
	14:30	VfB Stuttgart	-	Hannover 96	2:0 (0:0)	
	14:30	Hertha BSC	-	Bayern München	2:5 (0:2)	
	14:30	MSV Duisburg	-	Hamburger SV	3:0 (2:0)	
20/03/1973	19:00	Werder Bremen	-	1. FC Köln	2:1 (2:1)	
1		Bayern München	21	16	1	4	58:20	38	33:9
2		Fortuna Düsseldorf	21	11	7	3	46:30	16	29:13
3		Wuppertaler SV	21	9	8	4	38:23	15	26:16
4		1. FC Köln	21	10	6	5	44:30	14	26:16
5		MSV Duisburg	21	9	7	5	36:25	11	25:17
6		Bor. Mönchengladbach	21	11	3	7	51:41	10	25:17
7		Eintracht Frankfurt	21	10	3	8	38:31	7	23:19
8		VfB Stuttgart	21	11	1	9	42:37	5	23:19
9		Kickers Offenbach	21	8	6	7	38:38	0	22:20
10		1. FC Kaiserslautern	21	6	8	7	32:36	-4	20:22
11		VfL Bochum	21	7	5	9	28:38	-10	19:23
12		Werder Bremen	21	6	6	9	24:29	-5	18:24
13		Hertha BSC	21	6	5	10	30:46	-16	17:25
14		FC Schalke 04	21	6	4	11	29:40	-11	16:26
15		Eintracht Braunschweig	21	6	4	11	20:34	-14	16:26
16		Hannover 96	21	6	4	11	27:42	-15	16:26
17		Hamburger SV	21	4	5	12	28:43	-15	13:29
18		Rot-Weiß Oberhausen	21	4	3	14	27:53	-26	11:31
