14/09/2018	19:30	Borussia Dortmund	-	Eintracht Frankfurt	3:1 (1:0)	
15/09/2018	14:30	RB Leipzig	-	Hannover 96	3:2 (2:1)	
	14:30	1. FSV Mainz 05	-	FC Augsburg	2:1 (0:0)	
	14:30	VfL Wolfsburg	-	Hertha BSC	2:2 (0:0)	
	14:30	Fortuna Düsseldorf	-	1899 Hoffenheim	2:1 (1:0)	
	14:30	Bayern München	-	Bayer Leverkusen	3:1 (2:1)	
	17:30	Bor. Mönchengladbach	-	FC Schalke 04	2:1 (1:0)	
16/09/2018	14:30	Werder Bremen	-	1. FC Nürnberg	1:1 (1:0)	
	17:00	SC Freiburg	-	VfB Stuttgart	3:3 (1:1)	
1		Bayern München	3	3	0	0	9:2	7	9
2		Borussia Dortmund	3	2	1	0	7:2	5	7
3		VfL Wolfsburg	3	2	1	0	7:4	3	7
4		Bor. Mönchengladbach	3	2	1	0	5:2	3	7
		Hertha BSC	3	2	1	0	5:2	3	7
6		1. FSV Mainz 05	3	2	1	0	4:2	2	7
7		Werder Bremen	3	1	2	0	4:3	1	5
8		FC Augsburg	3	1	1	1	4:4	0	4
		Fortuna Düsseldorf	3	1	1	1	4:4	0	4
10		RB Leipzig	3	1	1	1	5:7	-2	4
11		1899 Hoffenheim	3	1	0	2	5:6	-1	3
12		Eintracht Frankfurt	3	1	0	2	4:5	-1	3
13		Hannover 96	3	0	2	1	3:4	-1	2
14		1. FC Nürnberg	3	0	2	1	2:3	-1	2
15		SC Freiburg	3	0	1	2	4:8	-4	1
16		VfB Stuttgart	3	0	1	2	3:7	-4	1
17		FC Schalke 04	3	0	0	3	2:6	-4	0
18		Bayer Leverkusen	3	0	0	3	2:8	-6	0
