23/08/1991	19:00	Dynamo Dresden	-	Bayern München	0:2 (0:1)	
24/08/1991	14:30	FC Schalke 04	-	Borussia Dortmund	5:2 (1:1)	
	14:30	Fortuna Düsseldorf	-	VfB Stuttgart	0:3 (0:1)	
	14:30	Hansa Rostock	-	Bor. Mönchengladbach	2:1 (1:1)	
	14:30	Werder Bremen	-	SG Wattenscheid 09	2:2 (1:0)	
	14:30	Karlsruher SC	-	Bayer Leverkusen	0:0 (0:0)	
	14:30	1. FC Kaiserslautern	-	Hamburger SV	0:0 (0:0)	
	14:30	1. FC Köln	-	Eintracht Frankfurt	1:1 (0:1)	
25/08/1991	17:00	VfL Bochum	-	1. FC Nürnberg	0:3 (0:2)	
09/10/1991	19:00	Stuttgarter Kickers	-	MSV Duisburg	0:1 (0:0)	
