04/10/2013	19:30	Hannover 96	-	Hertha BSC	1:1 (1:0)	
05/10/2013	14:30	FC Schalke 04	-	FC Augsburg	4:1 (2:1)	
	14:30	Bor. Mönchengladbach	-	Borussia Dortmund	2:0 (0:0)	
	14:30	VfB Stuttgart	-	Werder Bremen	1:1 (1:1)	
	14:30	VfL Wolfsburg	-	Eintracht Braunschweig	0:2 (0:1)	
	14:30	1. FSV Mainz 05	-	1899 Hoffenheim	2:2 (0:2)	
	17:30	Bayer Leverkusen	-	Bayern München	1:1 (1:1)	
06/10/2013	14:30	1. FC Nürnberg	-	Hamburger SV	0:5 (0:1)	
	16:30	SC Freiburg	-	Eintracht Frankfurt	1:1 (0:0)	
1		Bayern München	8	6	2	0	15:3	12	20
2		Borussia Dortmund	8	6	1	1	21:7	14	19
3		Bayer Leverkusen	8	6	1	1	18:8	10	19
4		Bor. Mönchengladbach	8	4	1	3	19:13	6	13
5		Hannover 96	8	4	1	3	11:11	0	13
6		Hertha BSC	8	3	3	2	14:9	5	12
7		VfB Stuttgart	8	3	2	3	16:10	6	11
8		FC Schalke 04	8	3	2	3	14:17	-3	11
9		Werder Bremen	8	3	2	3	9:12	-3	11
10		1899 Hoffenheim	8	2	4	2	20:20	0	10
11		1. FSV Mainz 05	8	3	1	4	12:17	-5	10
12		FC Augsburg	8	3	1	4	9:15	-6	10
13		Eintracht Frankfurt	8	2	3	3	11:13	-2	9
14		VfL Wolfsburg	8	3	0	5	9:11	-2	9
15		Hamburger SV	8	2	2	4	17:19	-2	8
16		1. FC Nürnberg	8	0	5	3	9:17	-8	5
17		SC Freiburg	8	0	4	4	9:18	-9	4
18		Eintracht Braunschweig	8	1	1	6	5:18	-13	4
