15/10/1969	19:00	Bor. Mönchengladbach	-	MSV Duisburg	4:1 (2:1)	
	19:00	Eintracht Frankfurt	-	Werder Bremen	2:1 (0:0)	
	19:00	Hamburger SV	-	VfB Stuttgart	1:3 (1:3)	
	19:00	1. FC Kaiserslautern	-	Eintracht Braunschweig	2:0 (0:0)	
	19:00	Rot-Weiß Oberhausen	-	Hertha BSC	3:1 (1:0)	
	19:00	Borussia Dortmund	-	Rot-Weiss Essen	4:1 (2:1)	
	19:00	FC Schalke 04	-	Alemannia Aachen	3:0 (1:0)	
	19:00	Hannover 96	-	1. FC Köln	3:4 (1:4)	
18/10/1969	14:30	Bayern München	-	TSV 1860 München	2:0 (2:0)	
1		Bayern München	9	6	1	2	22:8	14	13:5
2		Rot-Weiß Oberhausen	9	6	1	2	19:8	11	13:5
3		FC Schalke 04	9	5	3	1	15:6	9	13:5
4		Bor. Mönchengladbach	9	5	2	2	13:9	4	12:6
5		1. FC Köln	9	5	1	3	20:12	8	11:7
6		Hamburger SV	9	4	2	3	18:13	5	10:8
7		Hannover 96	9	4	2	3	18:15	3	10:8
8		Hertha BSC	9	5	0	4	13:14	-1	10:8
9		Borussia Dortmund	9	4	1	4	17:16	1	9:9
10		VfB Stuttgart	9	3	3	3	17:19	-2	9:9
11		Eintracht Frankfurt	9	4	0	5	12:15	-3	8:10
12		1. FC Kaiserslautern	9	2	4	3	9:12	-3	8:10
13		MSV Duisburg	9	3	2	4	12:19	-7	8:10
14		Rot-Weiss Essen	9	2	3	4	13:17	-4	7:11
15		Alemannia Aachen	9	2	2	5	9:17	-8	6:12
16		Werder Bremen	9	1	3	5	9:16	-7	5:13
17		Eintracht Braunschweig	9	1	3	5	10:20	-10	5:13
18		TSV 1860 München	9	2	1	6	5:15	-10	5:13
