06/09/1985	19:00	1. FC Kaiserslautern	-	VfL Bochum	2:0 (1:0)	
07/09/1985	14:30	Bayern München	-	Hamburger SV	2:0 (0:0)	
	14:30	Werder Bremen	-	1. FC Nürnberg	2:1 (1:0)	
	14:30	Bayer Leverkusen	-	Fortuna Düsseldorf	3:1 (1:1)	
	14:30	Borussia Dortmund	-	Waldhof Mannheim	0:0 (0:0)	
	14:30	Eintracht Frankfurt	-	Bayer 05 Uerdingen	1:1 (1:1)	
	14:30	FC Schalke 04	-	Hannover 96	2:2 (0:1)	
	14:30	VfB Stuttgart	-	1. FC Saarbrücken	3:1 (2:1)	
	14:30	Bor. Mönchengladbach	-	1. FC Köln	1:1 (0:0)	
1		Werder Bremen	6	4	2	0	17:7	10	10:2
2		Bayern München	6	4	1	1	14:3	11	9:3
3		Bayer Leverkusen	6	3	2	1	12:7	5	8:4
4		Bor. Mönchengladbach	6	3	2	1	11:7	4	8:4
5		1. FC Nürnberg	6	3	1	2	12:8	4	7:5
6		VfB Stuttgart	6	3	1	2	11:8	3	7:5
7		Waldhof Mannheim	6	2	3	1	8:6	2	7:5
8		1. FC Kaiserslautern	6	3	1	2	8:8	0	7:5
9		Bayer 05 Uerdingen	6	3	1	2	8:10	-2	7:5
10		1. FC Köln	6	1	4	1	8:7	1	6:6
11		Eintracht Frankfurt	6	1	4	1	5:5	0	6:6
12		VfL Bochum	6	3	0	3	10:12	-2	6:6
13		Hamburger SV	6	2	1	3	10:10	0	5:7
14		Fortuna Düsseldorf	6	2	0	4	12:14	-2	4:8
15		FC Schalke 04	6	1	1	4	5:11	-6	3:9
16		1. FC Saarbrücken	6	0	3	3	4:10	-6	3:9
17		Borussia Dortmund	6	0	3	3	5:12	-7	3:9
18		Hannover 96	6	0	2	4	8:23	-15	2:10
