30/08/1974	19:00	Hamburger SV	-	Kickers Offenbach	1:0 (0:0)	
	19:00	1. FC Kaiserslautern	-	Eintracht Braunschweig	2:0 (0:0)	
	19:00	Fortuna Düsseldorf	-	VfB Stuttgart	4:0 (1:0)	
31/08/1974	14:30	Rot-Weiss Essen	-	Wuppertaler SV	2:0 (0:0)	
	14:30	TeBe Berlin	-	Werder Bremen	4:0 (2:0)	
	14:30	Eintracht Frankfurt	-	Bor. Mönchengladbach	1:1 (1:0)	
	14:30	VfL Bochum	-	1. FC Köln	3:2 (2:2)	
	14:30	MSV Duisburg	-	FC Schalke 04	2:0 (0:0)	
	14:30	Bayern München	-	Hertha BSC	2:1 (1:0)	
1		MSV Duisburg	2	2	0	0	6:1	5	4:0
2		Hamburger SV	2	2	0	0	4:1	3	4:0
3		Rot-Weiss Essen	2	2	0	0	3:0	3	4:0
4		Fortuna Düsseldorf	2	1	1	0	7:3	4	3:1
5		Eintracht Frankfurt	2	1	1	0	4:1	3	3:1
6		Kickers Offenbach	2	1	0	1	6:1	5	2:2
7		Eintracht Braunschweig	2	1	0	1	5:2	3	2:2
8		1. FC Kaiserslautern	2	1	0	1	3:2	1	2:2
9		VfL Bochum	2	1	0	1	3:3	0	2:2
10		TeBe Berlin	2	1	0	1	4:5	-1	2:2
11		FC Schalke 04	2	1	0	1	2:3	-1	2:2
12		VfB Stuttgart	2	1	0	1	1:4	-3	2:2
13		Bayern München	2	1	0	1	2:7	-5	2:2
14		Hertha BSC	2	0	1	1	4:5	-1	1:3
15		Bor. Mönchengladbach	2	0	1	1	2:4	-2	1:3
16		1. FC Köln	2	0	0	2	2:4	-2	0:4
17		Wuppertaler SV	2	0	0	2	1:6	-5	0:4
18		Werder Bremen	2	0	0	2	0:7	-7	0:4
