16/09/2016	19:30	1. FC Köln	-	SC Freiburg	3:0 (3:0)	
17/09/2016	14:30	Bayern München	-	FC Ingolstadt 04	3:1 (1:1)	
	14:30	Borussia Dortmund	-	SV Darmstadt 98	6:0 (1:0)	
	14:30	Hamburger SV	-	RB Leipzig	0:4 (0:0)	
	14:30	1899 Hoffenheim	-	VfL Wolfsburg	0:0 (0:0)	
	14:30	Eintracht Frankfurt	-	Bayer Leverkusen	2:1 (0:0)	
	17:30	Bor. Mönchengladbach	-	Werder Bremen	4:1 (4:0)	
18/09/2016	14:30	FC Augsburg	-	1. FSV Mainz 05	1:3 (0:1)	
	16:30	Hertha BSC	-	FC Schalke 04	2:0 (0:0)	
1		Bayern München	3	3	0	0	11:1	10	9
2		Hertha BSC	3	3	0	0	6:1	5	9
3		RB Leipzig	3	2	1	0	7:2	5	7
4		1. FC Köln	3	2	1	0	5:0	5	7
5		Borussia Dortmund	3	2	0	1	8:2	6	6
6		Bor. Mönchengladbach	3	2	0	1	7:5	2	6
7		Eintracht Frankfurt	3	2	0	1	3:2	1	6
8		VfL Wolfsburg	3	1	2	0	2:0	2	5
9		1. FSV Mainz 05	3	1	1	1	8:7	1	4
10		1899 Hoffenheim	3	0	3	0	6:6	0	3
11		Bayer Leverkusen	3	1	0	2	5:5	0	3
12		SC Freiburg	3	1	0	2	4:6	-2	3
13		FC Augsburg	3	1	0	2	3:6	-3	3
14		SV Darmstadt 98	3	1	0	2	1:8	-7	3
15		FC Ingolstadt 04	3	0	1	2	2:6	-4	1
16		Hamburger SV	3	0	1	2	2:8	-6	1
17		FC Schalke 04	3	0	0	3	0:5	-5	0
18		Werder Bremen	3	0	0	3	2:12	-10	0
