04/09/1992	19:00	Bor. Mönchengladbach	-	Eintracht Frankfurt	3:3 (1:2)	
	19:00	Borussia Dortmund	-	Dynamo Dresden	3:0 (3:0)	
05/09/1992	14:30	VfB Stuttgart	-	FC Schalke 04	1:0 (0:0)	
	14:30	1. FC Saarbrücken	-	1. FC Kaiserslautern	2:0 (0:0)	
	14:30	SG Wattenscheid 09	-	1. FC Köln	4:2 (1:1)	
	14:30	Bayern München	-	Hamburger SV	4:0 (0:0)	
	14:30	Bayer Leverkusen	-	Karlsruher SC	5:1 (2:1)	
	14:30	1. FC Nürnberg	-	VfL Bochum	2:1 (0:0)	
	14:30	Werder Bremen	-	Bayer 05 Uerdingen	2:1 (1:0)	
1		Bayern München	6	5	1	0	15:3	12	11:1
2		Bayer Leverkusen	6	3	3	0	12:3	9	9:3
3		Eintracht Frankfurt	6	3	3	0	12:7	5	9:3
4		VfB Stuttgart	6	3	2	1	7:6	1	8:4
5		Borussia Dortmund	6	3	1	2	9:8	1	7:5
6		Werder Bremen	6	2	3	1	8:8	0	7:5
7		Dynamo Dresden	6	2	2	2	8:9	-1	6:6
8		1. FC Saarbrücken	6	2	2	2	7:9	-2	6:6
9		1. FC Nürnberg	6	2	2	2	4:6	-2	6:6
10		FC Schalke 04	6	2	1	3	9:8	1	5:7
		VfL Bochum	6	1	3	2	9:8	1	5:7
12		1. FC Kaiserslautern	6	2	1	3	5:5	0	5:7
13		Karlsruher SC	6	2	1	3	12:14	-2	5:7
		SG Wattenscheid 09	6	2	1	3	12:14	-2	5:7
15		Bor. Mönchengladbach	6	1	3	2	8:13	-5	5:7
16		Bayer 05 Uerdingen	6	1	2	3	7:9	-2	4:8
17		Hamburger SV	6	0	4	2	4:9	-5	4:8
18		1. FC Köln	6	0	1	5	5:14	-9	1:11
