22/10/1993	19:00	Bor. Mönchengladbach	-	SG Wattenscheid 09	3:3 (1:1)	
	19:00	1. FC Nürnberg	-	VfB Leipzig	5:0 (3:0)	
	19:00	1. FC Kaiserslautern	-	MSV Duisburg	2:0 (1:0)	
23/10/1993	14:30	1. FC Köln	-	Borussia Dortmund	2:0 (0:0)	
	14:30	SC Freiburg	-	Bayer Leverkusen	1:0 (0:0)	
	14:30	FC Schalke 04	-	Dynamo Dresden	0:0 (0:0)	
	14:30	Eintracht Frankfurt	-	Bayern München	2:2 (1:2)	
24/10/1993	17:00	Werder Bremen	-	Hamburger SV	0:2 (0:2)	
10/11/1993	19:00	Karlsruher SC	-	VfB Stuttgart	0:0 (0:0)	
1		Eintracht Frankfurt	13	9	3	1	32:13	19	21:5
2		Werder Bremen	13	7	4	2	24:14	10	18:8
3		Bayern München	13	6	5	2	33:15	18	17:9
4		1. FC Kaiserslautern	13	7	3	3	26:15	11	17:9
5		Hamburger SV	13	8	1	4	25:18	7	17:9
6		MSV Duisburg	13	5	6	2	20:16	4	16:10
7		Bayer Leverkusen	13	6	3	4	26:19	7	15:11
8		Borussia Dortmund	13	5	3	5	19:20	-1	13:13
9		1. FC Köln	13	5	3	5	15:16	-1	13:13
10		Karlsruher SC	13	3	6	4	14:16	-2	12:14
11		VfB Stuttgart	13	3	6	4	17:24	-7	12:14
12		SC Freiburg	13	3	4	6	21:25	-4	10:16
13		Bor. Mönchengladbach	13	3	4	6	22:28	-6	10:16
14		1. FC Nürnberg	13	4	2	7	18:25	-7	10:16
15		SG Wattenscheid 09	13	1	6	6	18:25	-7	8:18
16		VfB Leipzig	13	1	6	6	10:25	-15	8:18
17		Dynamo Dresden	13	3	5	5	14:24	-10	7:19
18		FC Schalke 04	13	1	4	8	10:26	-16	6:20
