16/05/1992	14:30	Stuttgarter Kickers	-	VfL Bochum	2:0 (0:0)	
	14:30	SG Wattenscheid 09	-	Bor. Mönchengladbach	3:2 (1:2)	
	14:30	MSV Duisburg	-	Borussia Dortmund	0:1 (0:1)	
	14:30	Karlsruher SC	-	Bayern München	3:0 (0:0)	
	14:30	Werder Bremen	-	1. FC Nürnberg	1:3 (1:0)	
	14:30	Hansa Rostock	-	Eintracht Frankfurt	2:1 (0:0)	
	14:30	Fortuna Düsseldorf	-	Hamburger SV	1:0 (0:0)	
	14:30	FC Schalke 04	-	1. FC Kaiserslautern	2:0 (1:0)	
	14:30	Dynamo Dresden	-	1. FC Köln	0:0 (0:0)	
	14:30	Bayer Leverkusen	-	VfB Stuttgart	1:2 (1:1)	
