25/09/2004	14:30	Bayern München	-	SC Freiburg	3:1 (2:1)	
	14:30	VfL Bochum	-	Werder Bremen	1:4 (0:0)	
	14:30	Hannover 96	-	FC Schalke 04	1:0 (0:0)	
	14:30	Bor. Mönchengladbach	-	Hansa Rostock	2:2 (2:0)	
	14:30	VfL Wolfsburg	-	1. FC Kaiserslautern	2:1 (1:0)	
	14:30	VfB Stuttgart	-	Bayer Leverkusen	3:0 (2:0)	
	14:30	1. FC Nürnberg	-	Arminia Bielefeld	1:2 (0:1)	
26/09/2004	16:30	1. FSV Mainz 05	-	Borussia Dortmund	1:1 (0:1)	
	16:30	Hamburger SV	-	Hertha BSC	2:1 (1:1)	
1		VfL Wolfsburg	6	5	0	1	11:5	6	15
2		VfB Stuttgart	6	4	2	0	13:5	8	14
3		Werder Bremen	6	4	0	2	14:6	8	12
4		Bayern München	6	3	2	1	10:8	2	11
5		1. FSV Mainz 05	6	2	3	1	9:8	1	9
6		Arminia Bielefeld	6	2	2	2	5:5	0	8
7		Bayer Leverkusen	6	2	2	2	10:11	-1	8
8		Borussia Dortmund	6	1	4	1	10:10	0	7
9		SC Freiburg	6	1	4	1	6:7	-1	7
10		VfL Bochum	6	1	4	1	10:12	-2	7
11		1. FC Nürnberg	6	1	3	2	10:10	0	6
		Bor. Mönchengladbach	6	1	3	2	10:10	0	6
13		1. FC Kaiserslautern	6	2	0	4	10:13	-3	6
14		Hamburger SV	6	2	0	4	8:12	-4	6
15		FC Schalke 04	6	2	0	4	5:10	-5	6
16		Hertha BSC	6	0	5	1	5:6	-1	5
17		Hansa Rostock	6	1	2	3	7:11	-4	5
18		Hannover 96	6	1	2	3	5:9	-4	5
