15/09/2000	19:15	1. FC Kaiserslautern	-	1. FC Köln	3:1 (1:1)	
16/09/2000	14:30	Bayer Leverkusen	-	Hansa Rostock	1:2 (0:2)	
	14:30	SC Freiburg	-	Energie Cottbus	4:1 (0:0)	
	14:30	Eintracht Frankfurt	-	TSV 1860 München	1:0 (1:0)	
	14:30	VfL Bochum	-	VfL Wolfsburg	2:1 (1:0)	
	14:30	Hamburger SV	-	Borussia Dortmund	2:3 (1:1)	
	19:15	Bayern München	-	SpVgg Unterhaching	3:1 (1:1)	
17/09/2000	16:30	FC Schalke 04	-	Werder Bremen	1:1 (0:0)	
	16:30	Hertha BSC	-	VfB Stuttgart	2:0 (0:0)	
1		Bayern München	5	4	0	1	14:5	9	12
2		Borussia Dortmund	5	4	0	1	12:7	5	12
3		FC Schalke 04	5	3	2	0	11:3	8	11
4		SC Freiburg	5	2	3	0	9:2	7	9
5		Hertha BSC	5	3	0	2	12:6	6	9
6		Eintracht Frankfurt	5	3	0	2	9:6	3	9
7		TSV 1860 München	5	2	2	1	8:7	1	8
8		Hamburger SV	5	2	1	2	10:10	0	7
9		Bayer Leverkusen	5	2	1	2	6:7	-1	7
10		1. FC Kaiserslautern	5	2	1	2	4:6	-2	7
11		VfL Wolfsburg	5	2	0	3	8:8	0	6
12		VfB Stuttgart	5	2	0	3	6:9	-3	6
13		VfL Bochum	5	2	0	3	3:12	-9	6
14		1. FC Köln	5	1	2	2	7:7	0	5
15		Werder Bremen	5	1	1	3	7:8	-1	4
16		Hansa Rostock	5	1	1	3	2:10	-8	4
17		Energie Cottbus	5	1	0	4	5:14	-9	3
18		SpVgg Unterhaching	5	0	2	3	2:8	-6	2
