02/01/2021	14:30	1899 Hoffenheim	-	SC Freiburg	1:3 (0:3)	
	14:30	Eintracht Frankfurt	-	Bayer Leverkusen	2:1 (1:1)	
	14:30	1. FC Köln	-	FC Augsburg	0:1 (0:0)	
	14:30	Werder Bremen	-	1. FC Union Berlin	0:2 (0:2)	
	14:30	Arminia Bielefeld	-	Bor. Mönchengladbach	0:1 (0:0)	
	17:30	Hertha BSC	-	FC Schalke 04	3:0 (1:0)	
	19:30	VfB Stuttgart	-	RB Leipzig	0:1 (0:0)	
03/01/2021	14:30	Borussia Dortmund	-	VfL Wolfsburg	2:0 (0:0)	
	17:00	Bayern München	-	1. FSV Mainz 05	5:2 (0:2)	
1		Bayern München	14	10	3	1	44:21	23	33
2		RB Leipzig	14	9	4	1	25:9	16	31
3		Bayer Leverkusen	14	8	4	2	29:14	15	28
4		Borussia Dortmund	14	8	1	5	28:18	10	25
5		1. FC Union Berlin	14	6	6	2	29:18	11	24
6		VfL Wolfsburg	14	6	6	2	20:15	5	24
7		Bor. Mönchengladbach	14	5	6	3	25:22	3	21
8		Eintracht Frankfurt	14	4	8	2	23:23	0	20
9		SC Freiburg	14	5	5	4	23:24	-1	20
10		FC Augsburg	14	5	4	5	16:19	-3	19
11		VfB Stuttgart	14	4	6	4	26:21	5	18
12		Hertha BSC	14	4	4	6	23:24	-1	16
13		1899 Hoffenheim	14	4	3	7	22:26	-4	15
14		Werder Bremen	14	3	5	6	16:23	-7	14
15		1. FC Köln	14	2	5	7	13:22	-9	11
16		Arminia Bielefeld	14	3	1	10	9:24	-15	10
17		1. FSV Mainz 05	14	1	3	10	14:31	-17	6
18		FC Schalke 04	14	0	4	10	8:39	-31	4
