10/10/1964	14:15	Hertha BSC	-	TSV 1860 München	2:1 (1:1)	
	14:15	1. FC Köln	-	Eintracht Braunschweig	5:1 (1:1)	
	14:15	Borussia Dortmund	-	1. FC Kaiserslautern	3:2 (1:1)	
	14:15	1. FC Nürnberg	-	Karlsruher SC	4:1 (2:0)	
	14:15	Hannover 96	-	Werder Bremen	1:2 (1:1)	
	14:15	Hamburger SV	-	Frankfurter SG Eintracht	2:1 (1:1)	
	14:15	VfB Stuttgart	-	FC Schalke 04	2:1 (0:1)	
	14:15	Borussia Neunkirchen	-	Meidericher SV	4:2 (2:0)	
1		Borussia Dortmund	7	4	2	1	13:8	5	10:4
2		1. FC Köln	7	4	1	2	21:14	7	9:5
3		1. FC Kaiserslautern	7	4	1	2	14:9	5	9:5
4		Werder Bremen	7	4	1	2	13:8	5	9:5
5		Hamburger SV	7	3	3	1	11:6	5	9:5
6		1. FC Nürnberg	7	4	1	2	14:10	4	9:5
7		VfB Stuttgart	7	2	4	1	11:9	2	8:6
8		TSV 1860 München	7	2	3	2	12:8	4	7:7
9		Hertha BSC	7	2	3	2	7:9	-2	7:7
10		Frankfurter SG Eintracht	7	3	1	3	10:15	-5	7:7
11		Karlsruher SC	7	2	2	3	12:12	0	6:8
12		Hannover 96	7	2	2	3	9:10	-1	6:8
13		Eintracht Braunschweig	7	2	2	3	9:14	-5	6:8
14		Borussia Neunkirchen	7	2	0	5	11:15	-4	4:10
15		Meidericher SV	7	2	0	5	8:16	-8	4:10
16		FC Schalke 04	7	0	2	5	8:20	-12	2:12
