26/10/1990	19:00	Werder Bremen	-	FC St. Pauli	1:0 (0:0)	
	19:00	VfL Bochum	-	VfB Stuttgart	1:1 (0:0)	
27/10/1990	14:30	Fortuna Düsseldorf	-	Karlsruher SC	5:2 (2:1)	
	14:30	1. FC Kaiserslautern	-	SG Wattenscheid 09	1:1 (1:1)	
	14:30	Borussia Dortmund	-	Hertha BSC	3:1 (0:1)	
	14:30	Eintracht Frankfurt	-	Bayern München	1:4 (0:2)	
	14:30	Hamburger SV	-	1. FC Nürnberg	4:0 (2:0)	
	14:30	1. FC Köln	-	Bayer 05 Uerdingen	3:1 (1:0)	
	14:30	Bor. Mönchengladbach	-	Bayer Leverkusen	1:1 (1:0)	
1		Bayern München	12	7	3	2	28:15	13	17:7
2		1. FC Kaiserslautern	12	7	2	3	27:20	7	16:8
3		Werder Bremen	12	6	4	2	16:10	6	16:8
4		1. FC Köln	12	6	3	3	19:7	12	15:9
5		Eintracht Frankfurt	12	5	4	3	16:10	6	14:10
6		SG Wattenscheid 09	12	5	4	3	17:12	5	14:10
7		Bayer Leverkusen	12	4	6	2	16:13	3	14:10
8		VfL Bochum	12	4	5	3	17:16	1	13:11
9		Borussia Dortmund	12	4	5	3	12:14	-2	13:11
10		Hamburger SV	12	5	1	6	16:17	-1	11:13
11		FC St. Pauli	12	2	7	3	14:18	-4	11:13
12		Fortuna Düsseldorf	12	3	5	4	13:18	-5	11:13
13		VfB Stuttgart	12	3	4	5	17:19	-2	10:14
14		Bayer 05 Uerdingen	12	3	4	5	19:23	-4	10:14
15		Bor. Mönchengladbach	12	2	6	4	13:19	-6	10:14
16		Karlsruher SC	12	2	4	6	16:23	-7	8:16
17		1. FC Nürnberg	12	2	4	6	15:23	-8	8:16
18		Hertha BSC	12	1	3	8	9:23	-14	5:19
