22/08/1986	17:30	FC 08 Homburg	-	FC Schalke 04	1:1 (0:0)	
	19:00	Eintracht Frankfurt	-	1. FC Nürnberg	1:0 (0:0)	
	19:00	Werder Bremen	-	1. FC Kaiserslautern	1:0 (1:0)	
23/08/1986	14:30	Waldhof Mannheim	-	Borussia Dortmund	2:1 (0:0)	
	14:30	Bayer Leverkusen	-	Fortuna Düsseldorf	5:0 (2:0)	
	14:30	Bayern München	-	1. FC Köln	3:0 (2:0)	
	14:30	VfL Bochum	-	Hamburger SV	1:1 (0:1)	
	14:30	Bayer 05 Uerdingen	-	VfB Stuttgart	2:2 (1:0)	
	14:30	Blau-Weiß 90 Berlin	-	Bor. Mönchengladbach	3:2 (1:2)	
1		Bayer Leverkusen	3	2	1	0	9:2	7	5:1
2		Bayern München	3	2	1	0	8:2	6	5:1
3		Hamburger SV	3	2	1	0	7:1	6	5:1
4		Eintracht Frankfurt	3	2	1	0	6:0	6	5:1
5		Bayer 05 Uerdingen	3	2	1	0	6:3	3	5:1
6		VfL Bochum	3	1	2	0	7:5	2	4:2
7		Waldhof Mannheim	3	2	0	1	6:6	0	4:2
		Werder Bremen	3	2	0	1	6:6	0	4:2
9		VfB Stuttgart	3	1	1	1	8:5	3	3:3
10		1. FC Kaiserslautern	3	1	1	1	5:3	2	3:3
11		FC Schalke 04	3	1	1	1	6:6	0	3:3
12		Borussia Dortmund	3	0	2	1	3:4	-1	2:4
13		Blau-Weiß 90 Berlin	3	1	0	2	5:8	-3	2:4
14		1. FC Nürnberg	3	0	1	2	6:9	-3	1:5
15		Bor. Mönchengladbach	3	0	1	2	3:7	-4	1:5
16		1. FC Köln	3	0	1	2	1:6	-5	1:5
17		FC 08 Homburg	3	0	1	2	1:7	-6	1:5
18		Fortuna Düsseldorf	3	0	0	3	0:13	-13	0:6
