16/04/1992	18:30	Stuttgarter Kickers	-	Borussia Dortmund	0:1 (0:0)	
	19:00	Dynamo Dresden	-	Hansa Rostock	2:1 (0:0)	
18/04/1992	14:30	Eintracht Frankfurt	-	SG Wattenscheid 09	1:1 (1:0)	
	14:30	1. FC Nürnberg	-	Bor. Mönchengladbach	2:1 (1:0)	
	14:30	FC Schalke 04	-	Fortuna Düsseldorf	0:0 (0:0)	
	14:30	VfL Bochum	-	Werder Bremen	2:2 (0:0)	
	14:30	1. FC Köln	-	Karlsruher SC	2:3 (0:2)	
	14:30	1. FC Kaiserslautern	-	MSV Duisburg	2:1 (0:1)	
	14:30	Hamburger SV	-	Bayer Leverkusen	1:1 (0:0)	
	14:30	Bayern München	-	VfB Stuttgart	1:0 (1:0)	
