05/09/2000	17:15	SC Freiburg	-	1. FC Köln	0:0 (0:0)	
	19:15	1. FC Kaiserslautern	-	VfB Stuttgart	1:0 (1:0)	
	19:15	Bayer Leverkusen	-	SpVgg Unterhaching	1:0 (1:0)	
	19:15	FC Schalke 04	-	Energie Cottbus	3:0 (2:0)	
06/09/2000	17:15	Hamburger SV	-	Werder Bremen	2:1 (1:0)	
	19:15	Bayern München	-	VfL Wolfsburg	3:1 (2:0)	
	19:15	Eintracht Frankfurt	-	Hansa Rostock	4:0 (0:0)	
	19:15	Borussia Dortmund	-	TSV 1860 München	2:3 (1:1)	
	19:15	Hertha BSC	-	VfL Bochum	4:0 (3:0)	
1		Bayern München	3	3	0	0	10:2	8	9
2		FC Schalke 04	3	3	0	0	9:1	8	9
3		TSV 1860 München	3	2	1	0	7:5	2	7
4		Hertha BSC	3	2	0	1	9:4	5	6
5		Eintracht Frankfurt	3	2	0	1	8:4	4	6
6		Borussia Dortmund	3	2	0	1	7:4	3	6
7		Bayer Leverkusen	3	2	0	1	4:4	0	6
8		SC Freiburg	3	1	2	0	5:1	4	5
9		1. FC Köln	3	1	1	1	5:3	2	4
10		Hamburger SV	3	1	1	1	4:7	-3	4
11		VfL Wolfsburg	3	1	0	2	5:5	0	3
		Werder Bremen	3	1	0	2	5:5	0	3
13		VfB Stuttgart	3	1	0	2	4:6	-2	3
14		1. FC Kaiserslautern	3	1	0	2	1:5	-4	3
15		VfL Bochum	3	1	0	2	1:7	-6	3
16		SpVgg Unterhaching	3	0	1	2	1:5	-4	1
17		Energie Cottbus	3	0	0	3	2:10	-8	0
18		Hansa Rostock	3	0	0	3	0:9	-9	0
