21/09/2010	19:00	1. FSV Mainz 05	-	1. FC Köln	2:0 (0:0)	
	19:00	1899 Hoffenheim	-	Bayern München	1:2 (1:0)	
	19:00	Hannover 96	-	Werder Bremen	4:1 (1:1)	
22/09/2010	19:00	Bayer Leverkusen	-	Eintracht Frankfurt	2:1 (1:1)	
	19:00	Borussia Dortmund	-	1. FC Kaiserslautern	5:0 (2:0)	
	19:00	Hamburger SV	-	VfL Wolfsburg	1:3 (1:1)	
	19:00	Bor. Mönchengladbach	-	FC St. Pauli	1:2 (1:0)	
	19:00	SC Freiburg	-	FC Schalke 04	1:2 (0:1)	
	19:00	1. FC Nürnberg	-	VfB Stuttgart	2:1 (1:0)	
1		1. FSV Mainz 05	5	5	0	0	12:4	8	15
2		Borussia Dortmund	5	4	0	1	13:4	9	12
3		1899 Hoffenheim	5	3	1	1	10:5	5	10
4		Hannover 96	5	3	1	1	10:7	3	10
5		SC Freiburg	5	3	0	2	7:7	0	9
6		Hamburger SV	5	2	2	1	8:7	1	8
7		Bayer Leverkusen	5	2	2	1	9:9	0	8
8		Bayern München	5	2	2	1	4:4	0	8
9		FC St. Pauli	5	2	1	2	6:5	1	7
10		1. FC Kaiserslautern	5	2	1	2	8:10	-2	7
11		VfL Wolfsburg	5	2	0	3	9:9	0	6
12		1. FC Nürnberg	5	1	3	1	5:5	0	6
13		1. FC Köln	5	1	1	3	4:9	-5	4
14		Werder Bremen	5	1	1	3	6:12	-6	4
15		Bor. Mönchengladbach	5	1	1	3	8:17	-9	4
16		VfB Stuttgart	5	1	0	4	10:9	1	3
17		Eintracht Frankfurt	5	1	0	4	7:8	-1	3
18		FC Schalke 04	5	1	0	4	5:10	-5	3
