30/10/1981	19:00	Eintracht Frankfurt	-	SV Bayer 04 Leverkusen	3:2 (1:1)	
	19:00	Borussia Dortmund	-	Fortuna Düsseldorf	4:2 (2:1)	
31/10/1981	14:30	1. FC Nürnberg	-	Werder Bremen	2:1 (1:0)	
	14:30	1. FC Kaiserslautern	-	Karlsruher SC	2:1 (2:0)	
	14:30	Eintracht Braunschweig	-	VfL Bochum	2:1 (2:1)	
	14:30	VfB Stuttgart	-	Bor. Mönchengladbach	2:2 (1:2)	
	14:30	MSV Duisburg	-	Arminia Bielefeld	1:3 (1:3)	
	14:30	Hamburger SV	-	Bayern München	4:1 (0:1)	
	14:30	1. FC Köln	-	SV Darmstadt 98	1:1 (1:0)	
1		1. FC Köln	12	7	3	2	23:10	13	17:7
2		Hamburger SV	12	6	4	2	31:15	16	16:8
3		Bor. Mönchengladbach	12	6	4	2	24:20	4	16:8
4		Werder Bremen	12	6	3	3	20:14	6	15:9
5		Bayern München	12	7	1	4	27:24	3	15:9
6		1. FC Kaiserslautern	12	4	5	3	25:22	3	13:11
		Eintracht Frankfurt	12	6	1	5	25:22	3	13:11
8		VfL Bochum	12	5	3	4	23:20	3	13:11
9		Borussia Dortmund	12	5	2	5	20:16	4	12:12
10		VfB Stuttgart	12	4	4	4	19:20	-1	12:12
11		Karlsruher SC	12	4	3	5	21:21	0	11:13
12		SV Bayer 04 Leverkusen	12	4	3	5	18:26	-8	11:13
13		Eintracht Braunschweig	12	5	0	7	18:19	-1	10:14
14		Fortuna Düsseldorf	12	3	3	6	20:26	-6	9:15
15		SV Darmstadt 98	12	2	5	5	14:24	-10	9:15
16		Arminia Bielefeld	12	2	4	6	11:18	-7	8:16
17		1. FC Nürnberg	12	3	2	7	14:24	-10	8:16
18		MSV Duisburg	12	3	2	7	19:31	-12	8:16
