26/08/2011	19:30	Hertha BSC	-	VfB Stuttgart	1:0 (0:0)	
27/08/2011	14:30	Hamburger SV	-	1. FC Köln	3:4 (1:1)	
	14:30	1. FC Nürnberg	-	FC Augsburg	1:0 (0:0)	
	14:30	SC Freiburg	-	VfL Wolfsburg	3:0 (2:0)	
	14:30	1. FC Kaiserslautern	-	Bayern München	0:3 (0:1)	
	14:30	1899 Hoffenheim	-	Werder Bremen	1:2 (1:1)	
	17:30	Bayer Leverkusen	-	Borussia Dortmund	0:0 (0:0)	
28/08/2011	14:30	Hannover 96	-	1. FSV Mainz 05	1:1 (1:1)	
	16:30	FC Schalke 04	-	Bor. Mönchengladbach	1:0 (0:0)	
1		Bayern München	4	3	0	1	9:1	8	9
2		FC Schalke 04	4	3	0	1	10:6	4	9
3		Werder Bremen	4	3	0	1	9:5	4	9
4		Hannover 96	4	2	2	0	6:4	2	8
5		Bor. Mönchengladbach	4	2	1	1	6:3	3	7
6		Borussia Dortmund	4	2	1	1	5:2	3	7
7		1. FSV Mainz 05	4	2	1	1	7:6	1	7
8		Bayer Leverkusen	4	2	1	1	2:2	0	7
9		1899 Hoffenheim	4	2	0	2	5:4	1	6
10		1. FC Nürnberg	4	2	0	2	3:4	-1	6
11		Hertha BSC	4	1	2	1	4:4	0	5
12		VfB Stuttgart	4	1	1	2	4:3	1	4
13		SC Freiburg	4	1	1	2	9:9	0	4
14		1. FC Köln	4	1	1	2	6:12	-6	4
15		VfL Wolfsburg	4	1	0	3	4:8	-4	3
16		FC Augsburg	4	0	2	2	3:6	-3	2
17		1. FC Kaiserslautern	4	0	2	2	2:7	-5	2
18		Hamburger SV	4	0	1	3	6:14	-8	1
