05/04/1991	19:00	Fortuna Düsseldorf	-	1. FC Nürnberg	3:0 (1:0)	
	19:00	Werder Bremen	-	Hertha BSC	6:0 (2:0)	
	19:00	Karlsruher SC	-	Bayer Leverkusen	2:0 (1:0)	
06/04/1991	14:30	VfL Bochum	-	Bayern München	1:2 (1:0)	
	14:30	Bor. Mönchengladbach	-	Borussia Dortmund	2:1 (0:1)	
	14:30	1. FC Köln	-	Eintracht Frankfurt	2:1 (1:1)	
	14:30	VfB Stuttgart	-	FC St. Pauli	2:1 (0:0)	
	14:30	1. FC Kaiserslautern	-	Bayer 05 Uerdingen	2:0 (1:0)	
	14:30	Hamburger SV	-	SG Wattenscheid 09	0:0 (0:0)	
1		1. FC Kaiserslautern	24	14	6	4	50:32	18	34:14
2		Werder Bremen	24	12	8	4	38:21	17	32:16
3		Bayern München	24	13	5	6	50:25	25	31:17
4		Hamburger SV	24	11	6	7	32:25	7	28:20
5		Eintracht Frankfurt	24	9	9	6	40:26	14	27:21
6		1. FC Köln	24	9	8	7	33:22	11	26:22
7		Fortuna Düsseldorf	24	9	8	7	30:29	1	26:22
8		VfB Stuttgart	24	10	5	9	37:32	5	25:23
9		Bayer Leverkusen	24	8	9	7	29:27	2	25:23
10		Borussia Dortmund	24	7	11	6	30:37	-7	25:23
11		VfL Bochum	24	7	9	8	35:31	4	23:25
12		Karlsruher SC	24	7	9	8	36:39	-3	23:25
13		SG Wattenscheid 09	24	6	10	8	29:37	-8	22:26
14		Bor. Mönchengladbach	24	5	11	8	30:42	-12	21:27
15		FC St. Pauli	24	4	12	8	23:34	-11	20:28
16		Bayer 05 Uerdingen	24	4	10	10	25:38	-13	18:30
17		1. FC Nürnberg	24	5	6	13	24:42	-18	16:32
18		Hertha BSC	24	2	6	16	21:53	-32	10:38
