20/10/1978	19:00	Werder Bremen	-	Eintracht Braunschweig	3:1 (1:1)	
21/10/1978	14:30	1. FC Köln	-	Eintracht Frankfurt	0:2 (0:1)	
	14:30	VfB Stuttgart	-	Bayern München	2:0 (0:0)	
	14:30	VfL Bochum	-	Bor. Mönchengladbach	0:0 (0:0)	
	14:30	Fortuna Düsseldorf	-	Hamburger SV	0:2 (0:1)	
	14:30	1. FC Nürnberg	-	Borussia Dortmund	2:2 (1:0)	
	14:30	1. FC Kaiserslautern	-	MSV Duisburg	2:1 (0:0)	
	14:30	SV Darmstadt 98	-	FC Schalke 04	1:2 (0:1)	
	14:30	Hertha BSC	-	Arminia Bielefeld	1:2 (0:1)	
1		1. FC Kaiserslautern	10	6	4	0	23:10	13	16:4
2		Hamburger SV	10	6	2	2	21:9	12	14:6
3		Bayern München	10	6	1	3	24:12	12	13:7
4		VfB Stuttgart	10	6	1	3	20:15	5	13:7
5		Eintracht Frankfurt	10	6	1	3	18:15	3	13:7
6		FC Schalke 04	10	4	4	2	18:13	5	12:8
7		Eintracht Braunschweig	10	4	3	3	17:19	-2	11:9
8		Fortuna Düsseldorf	10	3	4	3	20:17	3	10:10
9		VfL Bochum	10	3	4	3	15:13	2	10:10
10		Bor. Mönchengladbach	10	3	3	4	16:14	2	9:11
11		1. FC Köln	10	2	5	3	11:13	-2	9:11
12		Borussia Dortmund	10	3	3	4	15:21	-6	9:11
13		Werder Bremen	10	3	2	5	13:18	-5	8:12
14		Hertha BSC	10	2	3	5	16:18	-2	7:13
15		Arminia Bielefeld	10	2	3	5	11:18	-7	7:13
16		MSV Duisburg	10	2	3	5	17:26	-9	7:13
17		1. FC Nürnberg	10	3	1	6	12:25	-13	7:13
18		SV Darmstadt 98	10	1	3	6	16:27	-11	5:15
