11/12/1965	13:00	Borussia Neunkirchen	-	Tasmania 1900 Berlin	3:1 (1:1)	
	14:00	1. FC Köln	-	Bayern München	6:1 (3:1)	
	14:00	TSV 1860 München	-	Borussia Dortmund	2:1 (1:0)	
	14:00	Eintracht Braunschweig	-	Karlsruher SC	2:0 (0:0)	
	14:00	FC Schalke 04	-	1. FC Kaiserslautern	2:1 (1:1)	
	14:00	VfB Stuttgart	-	Hannover 96	4:2 (2:0)	
	14:00	Werder Bremen	-	Hamburger SV	2:0 (2:0)	
	14:00	Frankfurter SG Eintracht	-	Bor. Mönchengladbach	3:1 (1:0)	
29/12/1965	19:00	Meidericher SV	-	1. FC Nürnberg	1:2 (0:1)	
1		TSV 1860 München	16	12	3	1	40:14	26	27:5
2		Bayern München	16	11	2	3	38:17	21	24:8
3		Borussia Dortmund	16	10	4	2	33:20	13	24:8
4		1. FC Köln	16	11	1	4	40:20	20	23:9
5		Werder Bremen	16	10	0	6	30:14	16	20:12
6		Frankfurter SG Eintracht	16	9	1	6	36:21	15	19:13
7		1. FC Nürnberg	16	6	5	5	26:20	6	17:15
8		VfB Stuttgart	16	6	5	5	17:16	1	17:15
9		Meidericher SV	16	7	2	7	31:25	6	16:16
10		Hannover 96	16	7	1	8	36:28	8	15:17
11		Hamburger SV	16	6	3	7	30:30	0	15:17
12		Eintracht Braunschweig	16	5	4	7	25:28	-3	14:18
13		Bor. Mönchengladbach	16	4	5	7	27:31	-4	13:19
14		1. FC Kaiserslautern	16	4	4	8	18:33	-15	12:20
15		FC Schalke 04	16	4	3	9	12:27	-15	11:21
16		Borussia Neunkirchen	16	4	2	10	16:41	-25	10:22
17		Karlsruher SC	16	3	2	11	17:38	-21	8:24
18		Tasmania 1900 Berlin	16	1	1	14	7:56	-49	3:29
