18/11/1994	19:00	FC Schalke 04	-	Dynamo Dresden	4:0 (2:0)	
	19:00	1. FC Köln	-	Hamburger SV	1:1 (1:0)	
19/11/1994	14:30	1. FC Kaiserslautern	-	MSV Duisburg	1:0 (0:0)	
	14:30	TSV 1860 München	-	Bayer Leverkusen	1:1 (0:0)	
	14:30	Karlsruher SC	-	Bayern München	2:2 (0:0)	
	14:30	Bayer 05 Uerdingen	-	Werder Bremen	1:3 (0:2)	
	14:30	VfB Stuttgart	-	VfL Bochum	2:2 (1:1)	
	14:30	Borussia Dortmund	-	SC Freiburg	1:1 (0:0)	
	14:30	Eintracht Frankfurt	-	Bor. Mönchengladbach	2:1 (0:0)	
1		Borussia Dortmund	14	10	3	1	32:11	21	23:5
2		Werder Bremen	14	9	3	2	28:15	13	21:7
3		Bor. Mönchengladbach	14	7	4	3	29:16	13	18:10
4		1. FC Kaiserslautern	14	7	4	3	23:19	4	18:10
5		Hamburger SV	14	7	3	4	26:15	11	17:11
6		Bayer Leverkusen	14	5	7	2	26:17	9	17:11
7		SC Freiburg	14	7	3	4	28:21	7	17:11
8		Bayern München	14	5	7	2	27:20	7	17:11
9		VfB Stuttgart	14	6	4	4	29:27	2	16:12
10		Karlsruher SC	14	5	6	3	23:21	2	16:12
11		Eintracht Frankfurt	14	5	4	5	16:22	-6	14:14
12		FC Schalke 04	14	3	7	4	18:17	1	13:15
13		1. FC Köln	14	3	5	6	23:31	-8	11:17
14		Bayer 05 Uerdingen	14	2	6	6	14:21	-7	10:18
15		Dynamo Dresden	14	3	2	9	14:27	-13	8:20
16		TSV 1860 München	14	1	5	8	13:26	-13	7:21
17		VfL Bochum	14	2	2	10	14:34	-20	6:22
18		MSV Duisburg	14	0	3	11	9:32	-23	3:25
