28/02/2004	14:30	Bayern München	-	VfL Wolfsburg	2:0 (1:0)	
	14:30	Eintracht Frankfurt	-	Bor. Mönchengladbach	3:1 (2:0)	
	14:30	VfL Bochum	-	Hansa Rostock	0:0 (0:0)	
	14:30	Hamburger SV	-	Bayer Leverkusen	3:1 (3:1)	
	14:30	1. FC Köln	-	TSV 1860 München	1:3 (0:3)	
	14:30	Werder Bremen	-	Borussia Dortmund	2:0 (0:0)	
	14:30	VfB Stuttgart	-	FC Schalke 04	0:0 (0:0)	
29/02/2004	16:30	SC Freiburg	-	1. FC Kaiserslautern	1:0 (0:0)	
	16:30	Hannover 96	-	Hertha BSC	1:3 (0:1)	
1		Werder Bremen	22	16	4	2	54:21	33	52
2		Bayern München	22	13	6	3	47:22	25	45
3		VfB Stuttgart	22	11	7	4	27:10	17	40
4		VfL Bochum	22	10	7	5	36:24	12	37
5		Bayer Leverkusen	22	10	6	6	39:28	11	36
6		Borussia Dortmund	22	10	4	8	36:30	6	34
7		FC Schalke 04	22	8	9	5	26:23	3	33
8		Hamburger SV	22	8	6	8	31:35	-4	30
9		VfL Wolfsburg	22	9	1	12	40:42	-2	28
10		SC Freiburg	22	8	4	10	31:46	-15	28
11		Hansa Rostock	22	7	6	9	32:32	0	27
12		TSV 1860 München	22	7	5	10	24:33	-9	26
13		Hannover 96	22	6	6	10	38:50	-12	24
14		Eintracht Frankfurt	22	6	5	11	25:33	-8	23
15		Hertha BSC	22	5	7	10	23:42	-19	22
16		Bor. Mönchengladbach	22	5	6	11	23:33	-10	21
17		1. FC Kaiserslautern	22	7	3	12	23:35	-12	21
18		1. FC Köln	22	4	4	14	17:33	-16	16
