07/09/1973	19:00	MSV Duisburg	-	VfB Stuttgart	1:0 (0:0)	
	19:00	Hannover 96	-	Kickers Offenbach	2:3 (1:1)	
08/09/1973	14:30	Werder Bremen	-	Bor. Mönchengladbach	2:3 (2:0)	
	14:30	Fortuna Düsseldorf	-	1. FC Kaiserslautern	2:5 (2:2)	
	14:30	Eintracht Frankfurt	-	Hamburger SV	1:0 (0:0)	
	14:30	FC Schalke 04	-	Bayern München	5:5 (5:2)	
	14:30	Hertha BSC	-	Rot-Weiss Essen	1:1 (0:0)	
	14:30	1. FC Köln	-	VfL Bochum	2:2 (1:0)	
	14:30	Wuppertaler SV	-	Fortuna Köln	0:0 (0:0)	
1		Bor. Mönchengladbach	6	5	1	0	23:8	15	11:1
2		Bayern München	6	4	2	0	18:8	10	10:2
3		Eintracht Frankfurt	6	4	2	0	14:6	8	10:2
4		Kickers Offenbach	6	3	2	1	12:6	6	8:4
5		VfB Stuttgart	6	3	1	2	14:8	6	7:5
6		Fortuna Düsseldorf	6	3	1	2	13:11	2	7:5
7		Hertha BSC	6	1	5	0	11:9	2	7:5
8		VfL Bochum	6	2	3	1	8:8	0	7:5
9		MSV Duisburg	6	2	1	3	9:9	0	5:7
10		Hannover 96	6	2	1	3	13:14	-1	5:7
11		Wuppertaler SV	6	2	1	3	7:9	-2	5:7
12		1. FC Kaiserslautern	6	2	1	3	13:16	-3	5:7
13		Fortuna Köln	6	1	3	2	7:10	-3	5:7
14		Werder Bremen	6	0	4	2	6:11	-5	4:8
15		1. FC Köln	6	1	2	3	8:14	-6	4:8
16		Hamburger SV	6	1	1	4	7:13	-6	3:9
17		FC Schalke 04	6	1	1	4	10:22	-12	3:9
18		Rot-Weiss Essen	6	0	2	4	5:16	-11	2:10
