11/12/2009	19:30	Hertha BSC	-	Bayer Leverkusen	2:2 (1:0)	
12/12/2009	14:30	1899 Hoffenheim	-	Eintracht Frankfurt	1:1 (1:0)	
	14:30	VfL Bochum	-	Bayern München	1:5 (0:3)	
	14:30	Bor. Mönchengladbach	-	Hannover 96	5:3 (2:1)	
	14:30	SC Freiburg	-	1. FC Köln	0:0 (0:0)	
	14:30	1. FC Nürnberg	-	Hamburger SV	0:4 (0:0)	
	17:30	Werder Bremen	-	FC Schalke 04	0:2 (0:0)	
13/12/2009	14:30	1. FSV Mainz 05	-	VfB Stuttgart	1:1 (0:1)	
	16:30	VfL Wolfsburg	-	Borussia Dortmund	1:3 (0:3)	
1		Bayer Leverkusen	16	8	8	0	32:11	21	32
2		FC Schalke 04	16	9	4	3	25:13	12	31
3		Bayern München	16	8	6	2	29:13	16	30
4		Werder Bremen	16	7	7	2	31:14	17	28
5		Hamburger SV	16	7	7	2	32:18	14	28
6		Borussia Dortmund	16	7	6	3	22:17	5	27
7		1899 Hoffenheim	16	7	4	5	26:14	12	25
8		1. FSV Mainz 05	16	6	6	4	21:21	0	24
9		VfL Wolfsburg	16	6	5	5	30:30	0	23
10		Eintracht Frankfurt	16	6	5	5	20:22	-2	23
11		Bor. Mönchengladbach	16	6	3	7	22:26	-4	21
12		SC Freiburg	16	5	3	8	19:32	-13	18
13		Hannover 96	16	4	5	7	19:24	-5	17
14		1. FC Köln	16	3	6	7	7:15	-8	15
15		VfB Stuttgart	16	2	7	7	13:22	-9	13
16		VfL Bochum	16	3	4	9	15:31	-16	13
17		1. FC Nürnberg	16	3	3	10	12:29	-17	12
18		Hertha BSC	16	1	3	12	11:34	-23	6
