05/05/2018	14:30	1. FC Köln	-	Bayern München	1:3 (1:0)	
	14:30	VfB Stuttgart	-	1899 Hoffenheim	2:0 (1:0)	
	14:30	Hannover 96	-	Hertha BSC	3:1 (3:0)	
	14:30	Bor. Mönchengladbach	-	SC Freiburg	3:1 (1:0)	
	14:30	FC Augsburg	-	FC Schalke 04	1:2 (1:2)	
	14:30	Werder Bremen	-	Bayer Leverkusen	0:0 (0:0)	
	14:30	Eintracht Frankfurt	-	Hamburger SV	3:0 (1:0)	
	14:30	Borussia Dortmund	-	1. FSV Mainz 05	1:2 (1:2)	
	14:30	RB Leipzig	-	VfL Wolfsburg	4:1 (2:0)	
1		Bayern München	33	27	3	3	91:24	67	84
2		FC Schalke 04	33	17	9	7	52:37	15	60
3		Borussia Dortmund	33	15	10	8	63:44	19	55
4		1899 Hoffenheim	33	14	10	9	63:47	16	52
5		Bayer Leverkusen	33	14	10	9	55:42	13	52
6		RB Leipzig	33	14	8	11	51:51	0	50
7		Eintracht Frankfurt	33	14	7	12	45:44	1	49
8		VfB Stuttgart	33	14	6	13	32:35	-3	48
9		Bor. Mönchengladbach	33	13	8	12	46:50	-4	47
10		Hertha BSC	33	10	13	10	41:40	1	43
11		FC Augsburg	33	10	11	12	43:44	-1	41
12		Werder Bremen	33	9	12	12	35:39	-4	39
13		Hannover 96	33	10	9	14	42:51	-9	39
14		1. FSV Mainz 05	33	9	9	15	37:50	-13	36
15		SC Freiburg	33	7	12	14	30:56	-26	33
16		VfL Wolfsburg	33	5	15	13	32:47	-15	30
17		Hamburger SV	33	7	7	19	27:52	-25	28
18		1. FC Köln	33	5	7	21	34:66	-32	22
