29/09/1972	19:00	Rot-Weiß Oberhausen	-	Eintracht Braunschweig	0:1 (0:0)	
30/09/1972	14:30	Fortuna Düsseldorf	-	Eintracht Frankfurt	2:2 (1:2)	
	14:30	1. FC Köln	-	Werder Bremen	1:0 (0:0)	
	14:30	VfL Bochum	-	FC Schalke 04	2:0 (1:0)	
	14:30	Kickers Offenbach	-	Wuppertaler SV	3:1 (1:0)	
	14:30	1. FC Kaiserslautern	-	Bor. Mönchengladbach	3:1 (0:0)	
	14:30	Hannover 96	-	VfB Stuttgart	3:1 (2:1)	
	14:30	Bayern München	-	Hertha BSC	4:0 (2:0)	
	14:30	Hamburger SV	-	MSV Duisburg	1:2 (0:1)	
1		Bayern München	4	4	0	0	13:1	12	8:0
2		Kickers Offenbach	4	3	1	0	9:3	6	7:1
3		Bor. Mönchengladbach	4	3	0	1	11:8	3	6:2
4		VfB Stuttgart	4	3	0	1	7:5	2	6:2
5		VfL Bochum	4	3	0	1	6:4	2	6:2
6		Eintracht Frankfurt	4	2	1	1	8:6	2	5:3
7		1. FC Köln	4	2	1	1	6:5	1	5:3
8		Fortuna Düsseldorf	4	2	1	1	8:8	0	5:3
9		Wuppertaler SV	4	2	0	2	7:5	2	4:4
10		1. FC Kaiserslautern	4	2	0	2	6:6	0	4:4
		FC Schalke 04	4	2	0	2	6:6	0	4:4
12		Hannover 96	4	2	0	2	7:8	-1	4:4
13		MSV Duisburg	4	1	1	2	6:7	-1	3:5
14		Werder Bremen	4	1	1	2	2:3	-1	3:5
15		Eintracht Braunschweig	4	1	0	3	1:5	-4	2:6
16		Hamburger SV	4	0	0	4	4:9	-5	0:8
17		Hertha BSC	4	0	0	4	5:14	-9	0:8
18		Rot-Weiß Oberhausen	4	0	0	4	1:10	-9	0:8
