09/10/1987	19:00	Bayer 05 Uerdingen	-	VfB Stuttgart	2:5 (1:1)	
	19:00	VfL Bochum	-	Bayer Leverkusen	3:1 (2:0)	
	19:00	1. FC Kaiserslautern	-	Borussia Dortmund	3:1 (2:0)	
10/10/1987	14:30	FC Schalke 04	-	FC 08 Homburg	3:0 (1:0)	
	14:30	1. FC Köln	-	Bor. Mönchengladbach	4:1 (2:1)	
	14:30	Eintracht Frankfurt	-	Hamburger SV	3:0 (1:0)	
	14:30	Karlsruher SC	-	Bayern München	0:1 (0:0)	
	14:30	Hannover 96	-	Waldhof Mannheim	3:1 (1:1)	
	14:30	Werder Bremen	-	1. FC Nürnberg	1:0 (0:0)	
1		1. FC Köln	12	8	4	0	21:6	15	20:4
2		Werder Bremen	12	8	3	1	23:7	16	19:5
3		Bayern München	12	9	0	3	29:15	14	18:6
4		Bor. Mönchengladbach	12	8	1	3	26:20	6	17:7
5		VfB Stuttgart	12	6	3	3	29:17	12	15:9
6		Karlsruher SC	12	5	3	4	18:16	2	13:11
7		Hamburger SV	12	4	4	4	26:34	-8	12:12
8		1. FC Nürnberg	12	3	5	4	15:11	4	11:13
9		Bayer Leverkusen	12	3	5	4	14:16	-2	11:13
10		Eintracht Frankfurt	12	4	2	6	21:22	-1	10:14
11		Hannover 96	12	4	2	6	19:24	-5	10:14
12		1. FC Kaiserslautern	12	4	2	6	18:25	-7	10:14
13		VfL Bochum	12	3	3	6	16:20	-4	9:15
14		Borussia Dortmund	12	3	3	6	13:19	-6	9:15
15		FC Schalke 04	12	4	1	7	20:29	-9	9:15
16		Bayer 05 Uerdingen	12	4	0	8	17:21	-4	8:16
17		Waldhof Mannheim	12	2	4	6	10:20	-10	8:16
18		FC 08 Homburg	12	2	3	7	11:24	-13	7:17
