08/12/2017	19:30	VfB Stuttgart	-	Bayer Leverkusen	0:2 (0:1)	
09/12/2017	14:30	Borussia Dortmund	-	Werder Bremen	1:2 (0:1)	
	14:30	RB Leipzig	-	1. FSV Mainz 05	2:2 (2:1)	
	14:30	Eintracht Frankfurt	-	Bayern München	0:1 (0:1)	
	14:30	Hamburger SV	-	VfL Wolfsburg	0:0 (0:0)	
	17:30	Bor. Mönchengladbach	-	FC Schalke 04	1:1 (1:0)	
10/12/2017	13:00	1. FC Köln	-	SC Freiburg	3:4 (3:1)	
	14:30	Hannover 96	-	1899 Hoffenheim	2:0 (0:0)	
	17:00	FC Augsburg	-	Hertha BSC	1:1 (0:0)	
1		Bayern München	15	11	2	2	35:11	24	35
2		RB Leipzig	15	8	3	4	24:21	3	27
3		FC Schalke 04	15	7	5	3	23:17	6	26
4		Bor. Mönchengladbach	15	7	4	4	24:26	-2	25
5		Bayer Leverkusen	15	6	6	3	29:19	10	24
6		1899 Hoffenheim	15	6	5	4	25:20	5	23
7		FC Augsburg	15	6	5	4	22:17	5	23
8		Borussia Dortmund	15	6	4	5	35:23	12	22
9		Eintracht Frankfurt	15	6	4	5	16:15	1	22
10		Hannover 96	15	6	4	5	19:19	0	22
11		VfL Wolfsburg	15	3	9	3	20:19	1	18
12		Hertha BSC	15	4	6	5	20:22	-2	18
13		VfB Stuttgart	15	5	2	8	13:19	-6	17
14		1. FSV Mainz 05	15	4	4	7	17:24	-7	16
15		Hamburger SV	15	4	3	8	13:20	-7	15
16		SC Freiburg	15	3	6	6	13:28	-15	15
17		Werder Bremen	15	3	5	7	11:17	-6	14
18		1. FC Köln	15	0	3	12	9:31	-22	3
