19/10/1963	14:30	Hamburger SV	-	TSV 1860 München	5:0 (3:0)	
	14:30	1. FC Köln	-	Preußen Münster	3:0 (1:0)	
	14:30	1. FC Nürnberg	-	FC Schalke 04	0:2 (0:1)	
	14:30	VfB Stuttgart	-	Frankfurter SG Eintracht	0:0 (0:0)	
	14:30	Meidericher SV	-	1. FC Saarbrücken	3:1 (1:1)	
	14:30	1. FC Kaiserslautern	-	Karlsruher SC	1:0 (1:0)	
	14:30	Eintracht Braunschweig	-	Werder Bremen	1:1 (1:1)	
	19:00	Borussia Dortmund	-	Hertha BSC	7:2 (4:1)	
1		1. FC Köln	8	6	1	1	22:8	14	13:3
2		FC Schalke 04	8	5	2	1	18:11	7	12:4
3		Hamburger SV	8	5	1	2	24:9	15	11:5
4		Borussia Dortmund	8	5	1	2	23:14	9	11:5
5		Eintracht Braunschweig	8	4	3	1	13:11	2	11:5
6		Meidericher SV	8	4	2	2	19:13	6	10:6
7		VfB Stuttgart	8	3	3	2	13:10	3	9:7
8		1. FC Kaiserslautern	8	3	3	2	13:11	2	9:7
9		1. FC Nürnberg	8	3	2	3	16:19	-3	8:8
10		Preußen Münster	8	2	3	3	12:13	-1	7:9
11		TSV 1860 München	8	2	3	3	14:16	-2	7:9
12		Werder Bremen	8	2	3	3	14:18	-4	7:9
13		Frankfurter SG Eintracht	8	2	2	4	9:14	-5	6:10
14		Hertha BSC	8	1	2	5	10:23	-13	4:12
15		Karlsruher SC	8	1	0	7	6:23	-17	2:14
16		1. FC Saarbrücken	8	0	1	7	12:25	-13	1:15
