08/11/1991	19:00	Borussia Dortmund	-	SG Wattenscheid 09	1:1 (0:0)	
	19:00	1. FC Nürnberg	-	MSV Duisburg	1:1 (1:0)	
09/11/1991	14:30	VfL Bochum	-	FC Schalke 04	1:0 (0:0)	
	14:30	Dynamo Dresden	-	Stuttgarter Kickers	2:2 (2:1)	
	14:30	Bayern München	-	Bayer Leverkusen	2:2 (2:0)	
	14:30	Eintracht Frankfurt	-	Karlsruher SC	1:1 (0:0)	
	14:30	1. FC Kaiserslautern	-	Hansa Rostock	3:0 (1:0)	
	14:30	1. FC Köln	-	Fortuna Düsseldorf	4:1 (2:1)	
	14:30	VfB Stuttgart	-	Bor. Mönchengladbach	0:1 (0:1)	
10/11/1991	18:00	Hamburger SV	-	Werder Bremen	0:1 (0:1)	
