20/09/1991	19:00	SG Wattenscheid 09	-	VfL Bochum	1:2 (0:0)	
	19:00	Bor. Mönchengladbach	-	1. FC Köln	2:2 (1:1)	
	19:00	Karlsruher SC	-	Fortuna Düsseldorf	1:5 (1:2)	
21/09/1991	14:30	Borussia Dortmund	-	Hamburger SV	2:2 (2:1)	
	14:30	Bayern München	-	Eintracht Frankfurt	3:3 (1:1)	
	14:30	1. FC Nürnberg	-	Stuttgarter Kickers	2:0 (0:0)	
	14:30	Werder Bremen	-	Hansa Rostock	1:0 (1:0)	
	14:30	Bayer Leverkusen	-	Dynamo Dresden	4:0 (1:0)	
	14:30	VfB Stuttgart	-	1. FC Kaiserslautern	4:1 (2:1)	
22/09/1991	17:00	MSV Duisburg	-	FC Schalke 04	2:0 (1:0)	
