24/11/1984	13:30	Waldhof Mannheim	-	Bor. Mönchengladbach	1:3 (0:3)	
	14:30	Werder Bremen	-	Eintracht Braunschweig	4:1 (3:1)	
	14:30	Fortuna Düsseldorf	-	Hamburger SV	4:2 (0:2)	
	14:30	VfB Stuttgart	-	VfL Bochum	1:2 (1:2)	
	14:30	Bayern München	-	Karlsruher SC	6:2 (3:1)	
	14:30	FC Schalke 04	-	Eintracht Frankfurt	1:3 (1:0)	
27/11/1984	19:00	Bayer 05 Uerdingen	-	1. FC Kaiserslautern	3:0 (2:0)	
04/12/1984	19:00	1. FC Köln	-	Bayer Leverkusen	3:1 (1:0)	
16/02/1985	14:30	Arminia Bielefeld	-	Borussia Dortmund	3:0 (2:0)	
1		Bayern München	15	9	3	3	35:21	14	21:9
2		Bor. Mönchengladbach	15	8	4	3	45:27	18	20:10
3		Werder Bremen	15	6	7	2	41:25	16	19:11
4		Bayer 05 Uerdingen	15	8	2	5	33:21	12	18:12
5		1. FC Köln	15	8	2	5	36:32	4	18:12
6		Hamburger SV	15	5	7	3	28:24	4	17:13
7		VfL Bochum	15	5	7	3	25:23	2	17:13
8		1. FC Kaiserslautern	15	5	7	3	23:21	2	17:13
9		Eintracht Frankfurt	15	6	4	5	35:35	0	16:14
10		Bayer Leverkusen	15	4	6	5	24:25	-1	14:16
11		VfB Stuttgart	15	5	3	7	36:28	8	13:17
12		FC Schalke 04	15	4	5	6	27:34	-7	13:17
13		Waldhof Mannheim	15	5	3	7	23:32	-9	13:17
14		Fortuna Düsseldorf	15	4	4	7	28:32	-4	12:18
15		Karlsruher SC	15	3	6	6	24:38	-14	12:18
16		Arminia Bielefeld	15	2	8	5	16:30	-14	12:18
17		Borussia Dortmund	15	4	1	10	16:29	-13	9:21
18		Eintracht Braunschweig	15	4	1	10	22:40	-18	9:21
