11/03/2016	19:30	Hertha BSC	-	FC Schalke 04	2:0 (1:0)	
12/03/2016	14:30	1899 Hoffenheim	-	VfL Wolfsburg	1:0 (1:0)	
	14:30	FC Ingolstadt 04	-	VfB Stuttgart	3:3 (1:1)	
	14:30	SV Darmstadt 98	-	FC Augsburg	2:2 (2:0)	
	14:30	Bor. Mönchengladbach	-	Eintracht Frankfurt	3:0 (1:0)	
	14:30	Hannover 96	-	1. FC Köln	0:2 (0:1)	
	17:30	Bayern München	-	Werder Bremen	5:0 (2:0)	
13/03/2016	14:30	Bayer Leverkusen	-	Hamburger SV	1:0 (1:0)	
	16:30	Borussia Dortmund	-	1. FSV Mainz 05	2:0 (1:0)	
1		Bayern München	26	21	3	2	64:13	51	66
2		Borussia Dortmund	26	19	4	3	61:25	36	61
3		Hertha BSC	26	13	6	7	35:26	9	45
4		Bor. Mönchengladbach	26	13	3	10	53:42	11	42
5		FC Schalke 04	26	12	5	9	37:34	3	41
6		1. FSV Mainz 05	26	12	4	10	34:32	2	40
7		Bayer Leverkusen	26	11	6	9	37:33	4	39
8		VfL Wolfsburg	26	10	7	9	38:33	5	37
9		1. FC Köln	26	8	9	9	28:33	-5	33
10		FC Ingolstadt 04	26	8	9	9	22:29	-7	33
11		VfB Stuttgart	26	9	5	12	43:52	-9	32
12		Hamburger SV	26	8	7	11	30:35	-5	31
13		FC Augsburg	26	6	9	11	32:40	-8	27
14		SV Darmstadt 98	26	6	9	11	27:40	-13	27
15		Werder Bremen	26	7	6	13	35:53	-18	27
16		Eintracht Frankfurt	26	5	9	12	28:43	-15	24
17		1899 Hoffenheim	26	5	9	12	27:42	-15	24
18		Hannover 96	26	5	2	19	22:48	-26	17
