22/11/1991	19:00	VfL Bochum	-	Stuttgarter Kickers	2:2 (1:0)	
	19:00	Bor. Mönchengladbach	-	SG Wattenscheid 09	1:0 (1:0)	
23/11/1991	14:30	Borussia Dortmund	-	MSV Duisburg	2:1 (1:1)	
	14:30	Bayern München	-	Karlsruher SC	1:0 (1:0)	
	14:30	1. FC Nürnberg	-	Werder Bremen	1:0 (1:0)	
	14:30	Eintracht Frankfurt	-	Hansa Rostock	2:0 (0:0)	
	14:30	Hamburger SV	-	Fortuna Düsseldorf	1:1 (0:0)	
	14:30	1. FC Kaiserslautern	-	FC Schalke 04	1:1 (1:1)	
	14:30	VfB Stuttgart	-	Bayer Leverkusen	2:0 (0:0)	
10/12/1991	19:00	1. FC Köln	-	Dynamo Dresden	1:1 (1:1)	
